,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor
2020-05-08,41830.0,191.73273433125973,2808.49,198.2006471082812,1760.37,199.35994987494712,1612.1499999999996,240.26082296016335
2020-05-09,44411.0,200.6582118424212,2976.64,206.23987533888297,1866.85,207.78545107826483,1631.9299999999998,249.03334622966347
2020-05-10,45443.99999999999,206.93244444904374,3040.3100000000004,213.1122593040029,1914.64,214.7220190517418,1654.7400000000005,256.2584508466073
2020-05-11,46131.00000000001,211.1839683424111,3089.2999999999997,217.13651209515294,1944.34,218.59480617079743,1637.1399999999994,263.1126107416996
2020-05-12,47719.0,210.75477108562345,3205.9799999999996,217.23430791510245,2013.02,219.08328127758526,1590.5999999999997,264.5233214251208
2020-05-13,51097.0,215.2734887288608,3432.06,221.81596143987238,2157.26,223.26722363458313,1680.49,275.52480821592866
2020-05-14,54286.0,224.81169179488145,3637.8500000000004,231.7840643091685,2286.25,233.7892640128643,1715.9400000000003,285.65960384112185
2020-05-15,58378.0,235.8123145146743,3909.9699999999993,242.5679347662582,2452.36,244.4600854470269,1870.9199999999996,298.6886151026169
2020-05-16,61183.0,238.01672804297354,4112.58,244.89552962086267,2578.26,246.5517650074378,2014.4,301.5716816776718
2020-05-17,62345.0,247.78613130820472,4184.1900000000005,254.68904485408646,2630.47,256.60167316034176,2049.130000000001,312.8392802957448
2020-05-18,63065.99999999999,239.99303314803944,4240.2300000000005,247.36050383922645,2659.28,249.4390916829116,2080.8,306.88629235328096
2020-05-19,65995.0,251.15654822674188,4424.05,258.51311730194993,2781.9,260.57655653794285,2134.96,313.1422346106793
2020-05-20,69859.0,259.5665625692963,4695.469999999999,266.7718798974892,2949.44,268.5575958785013,2159.1199999999994,327.8313533147213
2020-05-21,73739.00000000001,270.0747707916862,4943.75,277.63290532316563,3099.71,280.7670493811228,2268.1,340.9903007151644
2020-05-22,76871.00000000001,269.8379712106336,5162.12,278.14492608543253,3249.18,280.2269571384429,2353.63,341.53784039431434
2020-05-23,80558.00000000001,276.72274860581956,5403.63,285.01428402092347,3393.2,287.3802047740234,2426.9900000000002,351.80680532894417
2020-05-24,82160.99999999999,274.002360824453,5523.61,282.88236395606873,3466.2,285.2135547924988,2483.2999999999993,354.1740630015562
2020-05-25,83625.0,277.4043546154169,5617.57,286.0470102266338,3525.53,288.35072595642265,2528.27,359.1255448230388
2020-05-26,86017.0,291.7694772912134,5770.780000000001,300.11776668299376,3629.42,302.2290480393767,2564.800000000001,370.48808133884876
2020-05-27,89482.99999999999,290.3463295981389,5991.009999999999,299.17202244045336,3758.52,301.7218729411428,2558.9499999999994,372.43283926180044
2020-05-28,95865.00000000003,309.39402944230426,6432.66,317.75804577468284,4043.7,320.24197984421943,2794.8099999999995,393.31161707000496
2020-05-29,101555.99999999999,313.80413082885406,6810.35,323.0749517143855,4261.94,324.6280961735329,2900.380000000001,404.00077648690257
2020-05-30,107142.0,319.85650507435963,7181.94,329.21571778756834,4507.96,332.06376983703575,3069.3599999999997,410.313062510404
2020-05-31,109698.0,325.038799238031,7350.03,334.55704343220907,4609.99,336.86119576184643,3165.8399999999992,420.46988581679415
2020-06-01,111295.99999999997,318.6876299051243,7469.2300000000005,328.3891547456241,4684.12,331.2412452496601,3229.0,411.12851496112677
2020-06-02,118295.0,327.7290057534139,7940.4400000000005,337.94338521728935,4985.51,340.4106366025028,3516.3900000000003,425.48180152539186
2020-06-03,123483.0,341.00817875792654,8284.56,350.79940875063915,5198.83,353.408412859397,3589.09,440.7124471623628
2020-06-04,129200.0,354.39682204380375,8665.77,364.8959451333318,5442.39,367.8113221133187,3722.0200000000004,458.5074491138932
2020-06-05,134565.0,355.1724324432807,9027.279999999999,365.71413941448424,5671.31,368.42856250252476,3865.159999999999,459.4686405781656
2020-06-06,140549.0,357.18986067028357,9415.07,367.8377042469363,5919.21,370.95539161152055,4011.4399999999996,465.3361352416296
2020-06-07,143073.0,371.6392806869249,9595.01,382.23390960182354,6021.12,384.5225705332458,4071.4000000000005,475.5262279694662
2020-06-08,144593.0,362.9758836633808,9696.820000000002,374.161335684504,6089.29,377.26368897789797,4079.250000000002,470.97727883710917
2020-06-09,150138.0,384.826081404695,10078.779999999999,395.5114606800832,6321.8,398.241378474529,4307.999999999998,496.487652825406
2020-06-10,156316.0,392.7193165813997,10501.199999999999,403.84719240841787,6590.0,407.46697389624313,4510.19,502.5897470375543
2020-06-11,162520.00000000003,392.1442568517589,10905.83,403.8247048928758,6847.7,407.0041551161587,4473.17,513.8526714305995
2020-06-12,167899.99999999997,397.99437384988454,11245.23,409.14859833092623,7061.35,412.4219962807047,4434.879999999999,521.3252343225045
