% beneficiados DRS;% beneficiados município;(%) população +60 anos DRS (2019);Benefiados Bolsa-família DRS;Benefiados Bolsa-família Municípios;Bolsa Família (Fev. 2020);Bolsa Família per capita (Fev. 2020);Bolsa família per capita DRS (2019);Casos Confirmados;Simulador_DRS;Simulador_DRS_criterios_Dr.Paulo;Click_Baixar;Click_view;Seleciona indicador testagem;Is_UF;Cidade;Data1;DRS (Output);DRS (Sheet4);DRS Nome;DRS Numero;DRS;Data da Notificacao;Data;Densidade Demográfica (2010);Densidade Demográfica (2019);Densidade demográfica DRS (2019);Esgotamento Sanitário (2010);Estado;F1;Faixa etária +60 anos (% da pop.);Grupo de Taxa de ocupação - Enfermaria por DRS;Grupo de Taxa de ocupação - Enfermaria;Grupo de Taxa de ocupação - UTI por DRS;Grupo de Taxa de ocupação - UTI;Leitos livres - Enfermaria;Leitos livres - UTI;Leitos livres CNES - Enfermaria;Leitos livres CNES - UTI;Leitos livres não covid - Enfermaria;Leitos livres não covid - UTI;Leitos ocupados declarados - Enfermaria;Leitos ocupados declarados - UTI;Leitos ocupados declarados não covid - Enfermaria;Leitos ocupados declarados não covid - UTI;Municip_compat;Municipio & UF (group);Municipio;Município;Município ajust;Média internações (ult. 7 dias)/(ult. 8-14 dias) por DRS;Média internações (ult. 7 dias)/(ult. 8-14 dias);Média novos casos por 100k hab;Negativo;Negativo Acc;Número de registros;Obitos Confirmados;Pib (2019);Pib Sp (2019);PIB per capita por DRS (2019);Pop Drs;Positivo;Positivo Acc;Positivo Por 1M;Positivo Por Casos;Positivo Por Testes;Ppc (2017);População (2010);População (2019) (Output);População (2019);População +60 anos (2019);População DRS;Enfermaria declaradas;UTIs declaradas;Quantidade de leitos em Enfermaria cadastrados no CNES;Quantidade de leitos em UTI cadastrados no CNES;Queda Sustentada;Semana -1 por DRS;Semana -1;Semana -2 por DRS;Semana -2;Semana -3 por DRS;Semana -3;Semana 0 por DRS;Semana 0;Simulador_DRS (copy);Sum of Pacientes Enfermaria ou Retaguarda PS - Confirmados;Sum of Pacientes Enfermaria ou Retaguarda PS - Suspeitos;Sum of Pacientes UTI - Confirmados;Sum of Pacientes UTI - Suspeitos;Enf. destinadas para COVID-19;UTI destinadas para COVID-19;Sum of Total de Leitos Disponiveis - Enfermaria;Sum of Total de Leitos Disponiveis - UTI;Teste Por 1M;Teste Por Casos;Total;Total Acc;Taxa de Isolamento Semanal;Taxa de Isolamento;Taxa de ocupação - Enfermaria por DRS;Taxa de ocupação - Enfermaria;Taxa de ocupação - UTI por DRS;Taxa de ocupação - UTI;Taxa de ocupação CNES - Enfermaria;Taxa de ocupação CNES - UTI;Taxa de ocupação declarados - Enfermaria;Taxa de ocupação declarados - UTI;Uf (Ibge!Sp);UF (Sheet1);UF;mean_last_3_weeks;mean_last_7_days;Área (Km2 2019)
0,030660011;0,042338364;0,177918075;35232,4;1879,4;305809;6,889141699;5,254219349;254;Verde;Amarelo;Baixar;View;808,4363;Verdadeiro;Garça;2020-05-17;Marília;Marília;Marília;9;Marília;21/05/2020;20/05/2020;77,6;79,894792995;55,059259268;95,2;SP;11315;0,181867109;até 40%;até 40%;até 40%;0%;14;0;0;47;97;0;153;0;150;0;Garça;Marília;GARÇA;GARÇA;GARÇA;0,821428571;2,333333333;;4;815;1;15;1154132897,6;2105219158769,04;29865,881158433;1149132;0;114;99,2053;0,4488;0,1227;25999,84;43115;44390;44390;8073,080976835;1149132;264;0;47;0;;68;0,428571429;61,714285714;0,142857143;53,285714286;0;55,857142857;1;Verde;1;2;0;0;17;0;111;0;808,4363;3,6575;4;929;1;1;0,113;0,176;0,144;0;0,064;0;0,58;0;SP;SP;SP;;;555,605670103
0,025371808;0,022209955;0,180893569;41342,6;241,4;39907;3,671634925;4,481706791;730;Amarelo;Amarelo;Baixar;View;1386,954;Verdadeiro;General Salgado;2020-05-17;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;15;São José do Rio Preto;21/05/2020;20/05/2020;21,63;22,035473803;61,056544666;89,6;SP;9590;0,191263822;até 40%;0%;até 40%;0%;0;0;0;27;29;0;3;0;3;0;General Salgado;São José do Rio Preto;GENERAL SALGADO;GENERAL SALGADO;GENERAL SALGADO;1,103448276;0;;0;2012;1;32;257917457,16;2105219158769,04;32553,544588188;1629470;0;248;152,1967;0,3397;0,1097;23729,64;10669;10869;10869;2078,846477200;1629470;32;0;27;0;;116;0;91,857142857;0;81,571428571;0;128;0;Amarelo;0;0;0;0;0;0;29;0;1386,954;3,0959;0;2260;1;1;0,285;0;0,28;0;0;0;0,094;0;SP;SP;SP;;;493,250115580
0,030675447;0,060943055;0,140982697;77736,4;1045,6;171419;9,991198928;5,222555164;1086;Vermelho;Vermelho;Baixar;View;1366,1348;Verdadeiro;Guapiara;2020-05-17;Sorocaba;Sorocaba;Sorocaba;16;Sorocaba;21/05/2020;20/05/2020;44,08;42,020255584;97,549694945;41,8;SP;36707;0,158931324;até 40%;0%;mais de 60%;0%;5;0;0;14;22;0;0;0;0;0;Guapiara;Sorocaba;GUAPIARA;GUAPIARA;GUAPIARA;1,265050167;0;;0;2688;1;64;308471879,52;2105219158769,04;37419,954465461;2534157;0;774;305,427;0,7127;0,2236;17979,36;17998;17157;17157;2726,784723412;2534157;12;0;14;0;;170,857142857;0,571428571;174;2,428571429;143,428571429;1;216,142857143;0;Vermelho;0;0;0;0;5;0;27;0;1366,1348;3,1878;0;3462;1;1;0,344;0;0,608;0;0;0;0;0;SP;SP;SP;;;408,303085299
0,025953421;0,019527004;0,170354262;20535,8;643,2;87195;2,647165973;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Guararapes;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;31,99;34,438625029;45,323838024;94,6;SP;20975;0,182425222;até 40%;0%;até 40%;0%;11;0;0;54;0;0;24;0;24;0;Guararapes;Araçatuba;GUARARAPES;GUARARAPES;GUARARAPES;0,815249267;0,636363636;;2;645;1;17;995872785,15;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;30233,85;30597;32939;32939;6008,904381498;791256;35;0;54;0;;48,714285714;1,571428571;47,571428571;0,285714286;41;0,5;39,714285714;1;Verde;0;0;0;0;11;0;11;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0,686;0;SP;SP;SP;;;956,455142232
0,031927400;0,022956042;0,137363683;81498,2;2796;553236;4,542242073;5,969913019;1135;Amarelo;Amarelo;Baixar;View;1152,5458;Verdadeiro;Guaratinguetá;2020-05-17;Taubaté;Taubaté;Taubaté;17;Taubaté;21/05/2020;20/05/2020;148,91;161,832930438;152,527118713;91,1;SP;7140;0,161879270;até 40%;até 40%;40 a 60%;até 40%;32;13;32;170;71;8;79;29;78;25;Guaratinguetá;Taubaté;GUARATINGUETÁ;Guaratinguetá;GUARATINGUETÁ;1,228110599;1,285714286;;35;2546;1;46;5338221207,04;2105219158769,04;44630,342456449;2552610;4;396;155,1353;0,3489;0,1346;43828,48;112072;121798;121798;19716,571331797;2552610;182;50;174;33;;186;4;181,142857143;4,142857143;167,285714286;2,571428571;228,428571429;5,142857143;Amarelo;0;1;1;3;33;17;103;21;1152,5458;2,5921;39;2942;0,479113445;0,45;0,272;0,03;0,47;0,235;0,006;0,121;0,434;0,58;SP;SP;SP;;;752,615673897
0,025953421;0,032296047;0,170354262;20535,8;268,8;49401;5,935479995;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Guaraçaí;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;14,8;14,603485477;45,323838024;82,9;SP;24908;0,210576239;até 40%;0%;até 40%;0%;10;0;0;23;10;0;3;0;3;0;Guaraçaí;Araçatuba;GUARAÇAÍ;GUARAÇAÍ;GUARAÇAÍ;0,815249267;0;;2;645;1;17;225124665,5;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;27048,5;8435;8323;8323;1752,626037467;791256;23;0;23;0;;48,714285714;0,285714286;47,571428571;0,714285714;41;0;39,714285714;0;Verde;0;0;0;0;10;0;20;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0,13;0;SP;SP;SP;;;569,932432432
0,031154655;0,027162913;0,167509539;58115,8;8704,6;1405868;4,387044833;6,946053281;2780;Vermelho;Vermelho;Baixar;View;1990,461;Verdadeiro;Guarujá;2020-05-17;Baixada Santista;Baixada Santista;Baixada Santista;4;Baixada Santista;21/05/2020;20/05/2020;2026,8;2233,884207847;622,343950749;82,4;SP;7094;0,117404076;40 a 60%;mais de 60%;mais de 60%;mais de 60%;4;0;12;165;69;24;139;42;101;12;Guarujá;Baixada Santista;GUARUJÁ;Guarujá;GUARUJÁ;1,216598554;0,973809524;;0;2459;1;185;8723012549,83;2105219158769,04;37750,378084365;1865397;0;1254;672,243;0,4511;0,3377;27220,37;290752;320459;320459;37623,192767481;1865397;212;60;195;50;;454,428571429;60;412,857142857;52,142857143;343,142857143;37,142857143;552,857142857;58,428571429;Vermelho;11;27;12;18;42;24;73;18;1990,461;1,3356;0;3713;0,506444125;0,48;0,585;0,905;0,772;1,25;0,195;0,6;0,656;0,7;SP;SP;SP;;;143,453720150
0,033639213;0,028336217;0,133063609;731137,6;39080,8;6279175;4,552825515;5,850865788;50019;Vermelho;Vermelho;Baixar;View;2089,1035;Verdadeiro;Guarulhos;2020-05-17;Grande São Paulo;Grande São Paulo;Grande São Paulo;1;Grande São Paulo;21/05/2020;20/05/2020;3834,51;4327,805282104;2644,879854570;88,4;SP;7073;0,105412603;mais de 60%;mais de 60%;mais de 60%;mais de 60%;40;3;0;484;51;36;423;133;224;8;Guarulhos;Grande São Paulo;GUARULHOS;Guarulhos;GUARULHOS;1,040761588;0,837925446;;328;30455;1;4084;56986062470,68;2105219158769,04;53767,709348288;21734682;112;14951;687,8868;0,2989;0,3293;41318,74;1221979;1379182;1379182;145383,164564999;21734682;514;172;609;124;;7563,142857143;352,571428571;7088,285714286;347,571428571;6248,142857143;240,714285714;7871,428571429;295,428571429;Vermelho;91;108;76;49;239;128;91;39;2089,1035;0,9078;440;45406;0,482541639;0,47;0,807;0,833;0,929;0,977;0,327;1,008;0,823;0,773;SP;SP;SP;;;318,679309742
0,026053502;0,036220547;0,147960030;18711;768,6;149517;7,046041470;4,878592434;95;Verde;Amarelo;Baixar;View;550,0045;Verdadeiro;Guará;2020-05-17;Franca;Franca;Franca;8;Franca;21/05/2020;20/05/2020;54,78;58,537194078;75,748341571;96,6;SP;14144;0,138995227;até 40%;0%;até 40%;0%;8;0;0;34;16;0;6;0;6;0;Guará;Franca;GUARÁ;GUARÁ;GUARÁ;0,914893617;2,333333333;;0;357;1;4;425166466,4;2105219158769,04;32006,237313472;718176;0;38;52,9118;0,4;0,0962;20036,12;19858;21220;21220;2949,478708824;718176;30;0;34;0;;20,142857143;0,142857143;17,857142857;0,428571429;17,428571429;0,571428571;18,428571429;0,333333333;Verde;0;0;0;0;8;0;24;0;550,0045;4,1579;0;395;1;1;0,099;0;0,346;0;0;0;0,2;0;SP;SP;SP;;;362,504563709
0,030660011;0,020830788;0,177918075;35232,4;136,4;20016;3,056811240;5,254219349;254;Verde;Amarelo;Baixar;View;808,4363;Verdadeiro;Gália;2020-05-17;Marília;Marília;Marília;9;Marília;21/05/2020;20/05/2020;19,69;18,389690486;55,059259268;87,5;SP;17111;0,205479452;até 40%;0%;até 40%;0%;8;0;0;34;26;0;0;0;0;0;Gália;Marília;GÁLIA;GÁLIA;GÁLIA;0,821428571;0;;4;815;1;15;133218012,32;2105219158769,04;29865,881158433;1149132;0;114;99,2053;0,4488;0,1227;20344,84;7011;6548;6548;1345,479452055;1149132;34;0;34;0;;68;0;61,714285714;0;53,285714286;0;55,857142857;0;Verde;0;0;0;0;8;0;34;0;808,4363;3,6575;4;929;1;1;0,113;0;0,144;0;0;0;0;0;SP;SP;SP;;;356,069070594
0,030660011;0,047428092;0,177918075;35232,4;451,8;70734;7,425362167;5,254219349;254;Verde;Amarelo;Baixar;View;808,4363;Verdadeiro;Herculândia;2020-05-17;Marília;Marília;Marília;9;Marília;21/05/2020;20/05/2020;23,85;26,126391444;55,059259268;87,7;SP;18629;0,169152650;até 40%;0%;até 40%;0%;10;0;0;56;20;0;2;0;2;0;Herculândia;Marília;HERCULÂNDIA;HERCULÂNDIA;HERCULÂNDIA;0,821428571;9999;;4;815;1;15;306516863,62;2105219158769,04;29865,881158433;1149132;0;114;99,2053;0,4488;0,1227;32176,87;8696;9526;9526;1611,348143447;1149132;32;0;56;0;;68;0;61,714285714;0;53,285714286;0,142857143;55,857142857;0,142857143;Verde;0;0;0;0;10;0;30;0;808,4363;3,6575;4;929;1;1;0,113;0;0,144;0;0;0;0,062;0;SP;SP;SP;;;364,612159329
0,022455310;0,037995937;0,142372429;104895,2;8771,4;1818385;7,876877293;4,111431695;2555;Amarelo;Amarelo;Baixar;View;1135,4473;Verdadeiro;Hortolândia;2020-05-17;Campinas;Campinas;Campinas;7;Campinas;21/05/2020;20/05/2020;3094,16;3706,899768335;509,167159940;51,9;SP;7110;0,097355620;até 40%;até 40%;40 a 60%;40 a 60%;14;1;0;48;12;3;16;3;10;2;Hortolândia;Campinas;HORTOLÂNDIA;Hortolândia;HORTOLÂNDIA;1,183718372;13,5;;47;4504;1;144;13432829551,81;2105219158769,04;63821,804570422;4671287;4;800;171,259;0,3131;0,1508;58188,31;192692;230851;230851;22474,642200898;4671287;42;7;49;6;;519,428571429;0,285714286;461,571428571;1,285714286;395,428571429;0,142857143;614,857142857;3,857142857;Amarelo;0;6;0;1;20;2;26;4;1135,4473;2,0759;51;5304;0,461826984;0,44;0,357;0,3;0,58;0,5;0,122;0,167;0,381;0,429;SP;SP;SP;;;62,276029682
0,027240322;0,038975235;0,161882936;49053,2;456,4;91371;7,802818104;4,682766602;916;Verde;Amarelo;Baixar;View;2237,3924;Verdadeiro;Iacanga;2020-05-17;Bauru;Bauru;Bauru;6;Bauru;21/05/2020;20/05/2020;18,29;21,389783282;57,907020110;93,4;SP;22769;0,170674334;até 40%;0%;40 a 60%;0%;1;0;0;22;26;0;0;0;0;0;Iacanga;Bauru;IACANGA;IACANGA;IACANGA;0,989628349;0;;0;3401;1;49;426549045,5;2105219158769,04;31666,108516131;1800757;0;628;348,7422;0,6856;0,1559;36426,05;10013;11710;11710;1998,596445374;1800757;15;0;22;0;;165,285714286;0,333333333;151,857142857;0;151,571428571;5,2;163,571428571;0;Verde;0;0;0;0;1;0;27;0;2237,3924;4,3985;0;4029;1;1;0,236;0;0,566;0;0;0;0;0;SP;SP;SP;;;547,457627119
0,025756592;0,056221513;0,153539025;26425,8;1973,6;358416;10,210118505;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Ibaté;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;105,74;120,774938505;104,691715575;98,6;SP;17249;0,113509447;até 40%;até 40%;até 40%;0%;3;0;0;14;0;0;7;0;6;0;Ibaté;Araraquara;IBATÉ;IBATÉ;IBATÉ;1,530744337;9999;;0;875;1;11;939367594,24;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;26759,56;30734;35104;35104;3984,635629756;1025982;10;0;14;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;1;Amarelo;0;1;0;0;4;0;3;0;957,1318;3,5197;0;982;1;1;0,194;0,25;0,154;0;0,071;0;0,7;0;SP;SP;SP;;;290,656326839
0,025371808;0,034438796;0,180893569;41342,6;426,8;80632;6,506253530;4,481706791;730;Amarelo;Amarelo;Baixar;View;1386,954;Verdadeiro;Ibirá;2020-05-17;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;15;São José do Rio Preto;21/05/2020;20/05/2020;40,07;45,575212004;61,056544666;88,7;SP;44021;0,197886805;até 40%;0%;até 40%;0%;0;0;0;19;20;0;0;0;0;0;Ibirá;São José do Rio Preto;IBIRÁ;IBIRÁ;IBIRÁ;1,103448276;0;;0;2012;1;32;251945848,17;2105219158769,04;32553,544588188;1629470;0;248;152,1967;0,3397;0,1097;20329,69;10896;12393;12393;2452,411172086;1629470;0;0;19;0;;116;0;91,857142857;0;81,571428571;0;128;0;Amarelo;0;0;0;0;0;0;20;0;1386,954;3,0959;0;2260;1;1;0,285;0;0,28;0;0;0;0;0;SP;SP;SP;;;271,924132768
0,025756592;0,031036263;0,153539025;26425,8;1863,2;288794;4,810587510;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Ibitinga;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;77,12;87,094039655;104,691715575;98;SP;15938;0,159164584;até 40%;mais de 60%;até 40%;até 40%;3;3;5;64;63;4;0;0;0;0;Ibitinga;Araraquara;IBITINGA;IBITINGA;IBITINGA;1,530744337;2,083333333;;0;875;1;11;1514853511,44;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;25233,68;53158;60033;60033;9555,127490376;1025982;12;0;65;10;;44,142857143;1,714285714;41,142857143;2,142857143;44,571428571;3,285714286;67,571428571;3,571428571;Amarelo;1;4;1;0;8;4;66;7;957,1318;3,5197;0;982;1;1;0,194;0,625;0,154;0,25;0,077;0,1;0;0;SP;SP;SP;;;689,289419087
0,030675447;0,035738736;0,140982697;77736,4;2819;609048;7,721392530;5,222555164;1086;Vermelho;Vermelho;Baixar;View;1366,1348;Verdadeiro;Ibiúna;2020-05-17;Sorocaba;Sorocaba;Sorocaba;16;Sorocaba;21/05/2020;20/05/2020;67,31;74,550713734;97,549694945;48,2;SP;7167;0,141651837;até 40%;0%;mais de 60%;0%;6;0;0;29;18;0;16;0;16;0;Ibiúna;Sorocaba;IBIÚNA;Ibiúna;IBIÚNA;1,265050167;0,428571429;;0;2688;1;64;1660385055,12;2105219158769,04;37419,954465461;2534157;0;774;305,427;0,7127;0,2236;21050,04;71217;78878;78878;11173,213566006;2534157;40;0;29;0;;170,857142857;2;174;4,285714286;143,428571429;2;216,142857143;0,857142857;Vermelho;0;0;0;0;6;0;24;0;1366,1348;3,1878;0;3462;0,558466716;0,54;0,344;0;0,608;0;0;0;0,4;0;SP;SP;SP;;;1058,044867033
0,033379962;0,049613923;0,174825265;25890,4;404,8;77273;9,470891041;5,712345796;279;Verde;Amarelo;Baixar;View;1067,5234;Verdadeiro;Iepê;2020-05-17;Presidente Prudente;Presidente Prudente;Presidente Prudente;11;Presidente Prudente;21/05/2020;20/05/2020;12,81;13,701729156;33,656991837;85,4;SP;9452;0,193262847;até 40%;0%;40 a 60%;0%;2;0;0;13;16;0;0;0;0;0;Iepê;Presidente Prudente;IEPÊ;IEPÊ;IEPÊ;0,950884086;4;;7;729;1;24;246587254,07;2105219158769,04;28615,193856045;775627;1;99;127,6387;0,3548;0,1196;30222,73;7628;8159;8159;1576,831571183;775627;18;0;13;0;;72,714285714;0,142857143;72;0,714285714;47,428571429;0,714285714;69,142857143;0,571428571;Verde;0;0;0;0;2;0;18;0;1067,5234;2,9677;8;828;1;1;0,226;0;0,476;0;0;0;0;0;SP;SP;SP;;;595,472287276
0,026053502;0,018999737;0,147960030;18711;578,2;80966;2,660554679;4,878592434;95;Verde;Amarelo;Baixar;View;550,0045;Verdadeiro;Igarapava;2020-05-17;Franca;Franca;Franca;8;Franca;21/05/2020;20/05/2020;59,7;64,996794505;75,748341571;95,8;SP;20492;0,166721789;até 40%;0%;até 40%;0%;4;0;0;42;28;0;24;0;24;0;Igarapava;Franca;IGARAPAVA;IGARAPAVA;IGARAPAVA;0,914893617;9999;;0;357;1;4;1089079417,92;2105219158769,04;32006,237313472;718176;0;38;52,9118;0,4;0,0962;35787,31;27952;30432;30432;5073,677470565;718176;56;0;42;0;;20,142857143;0;17,857142857;0;17,428571429;0;18,428571429;1,428571429;Verde;0;0;0;0;4;0;32;0;550,0045;4,1579;0;395;1;1;0,099;0;0,346;0;0;0;0,429;0;SP;SP;SP;;;468,207705193
0,025953421;0,012530915;0,170354262;20535,8;334,4;57113;2,140185865;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Ilha Solteira;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;38,42;40,906324609;45,323838024;94,2;SP;36983;0,179128018;até 40%;até 40%;até 40%;até 40%;11;8;3;74;0;0;1;2;0;0;Ilha Solteira;Araçatuba;ILHA SOLTEIRA;ILHA SOLTEIRA;ILHA SOLTEIRA;0,815249267;0,545454545;;2;645;1;17;630887462,04;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;23641,14;25064;26686;26686;4780,210297045;791256;12;10;76;4;;48,714285714;4,714285714;47,571428571;2,285714286;41;2;39,714285714;2,571428571;Verde;0;1;1;1;12;10;11;8;1004,7317;2,6949;2;795;1;1;0,104;0,083;0,185;0,2;0,013;0,5;0,083;0,2;SP;SP;SP;;;652,368558043
0,031927400;0,018249929;0,137363683;81498,2;638,2;125559;3,590477552;5,969913019;1135;Amarelo;Amarelo;Baixar;View;1152,5458;Verdadeiro;Ilhabela;2020-05-17;Taubaté;Taubaté;Taubaté;17;Taubaté;21/05/2020;20/05/2020;81,13;100,621226415;152,527118713;36;SP;28496;0,106529108;até 40%;até 40%;40 a 60%;0%;15;6;0;40;20;0;0;0;0;0;Ilhabela;Taubaté;ILHABELA;ILHABELA;ILHABELA;1,228110599;0,909090909;;35;2546;1;46;6451752032,7;2105219158769,04;44630,342456449;2552610;4;396;155,1353;0,3489;0,1346;184493,91;28196;34970;34970;3725,322918202;2552610;20;0;40;0;;186;1,571428571;181,142857143;0,285714286;167,285714286;0;228,428571429;1,428571429;Amarelo;1;1;0;0;17;6;35;6;1152,5458;2,5921;39;2942;1;1;0,272;0,118;0,47;0;0,05;0;0;0;SP;SP;SP;;;347,540983607
0,022455310;0,008894912;0,142372429;104895,2;2238,2;304953;1,211924793;4,111431695;2555;Amarelo;Amarelo;Baixar;View;1135,4473;Verdadeiro;Indaiatuba;2020-05-17;Campinas;Campinas;Campinas;7;Campinas;21/05/2020;20/05/2020;646,11;806,366071501;509,167159940;97,3;SP;7103;0,131206503;até 40%;mais de 60%;40 a 60%;mais de 60%;8;8;23;111;85;1;60;17;46;0;Indaiatuba;Campinas;INDAIATUBA;Indaiatuba;INDAIATUBA;1,183718372;1,198952880;;47;4504;1;144;14166957410,34;2105219158769,04;63821,804570422;4671287;4;800;171,259;0,3131;0,1508;56301,42;201619;251627;251627;33015,098656069;4671287;153;26;129;37;;519,428571429;27,285714286;461,571428571;25,428571429;395,428571429;24,285714286;614,857142857;32,714285714;Amarelo;2;12;7;11;22;26;93;9;1135,4473;2,0759;51;5304;0,492186760;0,48;0,357;0,636;0,58;0,692;0,109;0,486;0,392;0,654;SP;SP;SP;;;312,050579623
0,025371808;0,059173723;0,180893569;41342,6;230,6;34720;8,909417501;4,481706791;730;Amarelo;Amarelo;Baixar;View;1386,954;Verdadeiro;Indiaporã;2020-05-17;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;15;São José do Rio Preto;21/05/2020;20/05/2020;13,96;13,938539585;61,056544666;87,7;SP;10763;0,231920832;até 40%;0%;até 40%;0%;0;0;0;32;33;0;3;0;3;0;Indiaporã;São José do Rio Preto;INDIAPORÃ;INDIAPORÃ;INDIAPORÃ;1,103448276;0;;0;2012;1;32;91504638,63;2105219158769,04;32553,544588188;1629470;0;248;152,1967;0,3397;0,1097;23480,79;3903;3897;3897;903,795483380;1629470;36;0;32;0;;116;0;91,857142857;0;81,571428571;0;128;0;Amarelo;0;0;0;0;0;0;33;0;1386,954;3,0959;0;2260;1;1;0,285;0;0,28;0;0;0;0,083;0;SP;SP;SP;;;279,584527221
0,026053502;0,034895484;0,147960030;18711;572,6;101641;6,194222683;4,878592434;95;Verde;Amarelo;Baixar;View;550,0045;Verdadeiro;Ipuã;2020-05-17;Franca;Franca;Franca;8;Franca;21/05/2020;20/05/2020;30,37;35,223447130;75,748341571;95,5;SP;36362;0,125581973;até 40%;0%;até 40%;0%;4;0;0;39;45;0;1;0;1;0;Ipuã;Franca;IPUÃ;IPUÃ;IPUÃ;0,914893617;0;;0;357;1;4;390650539,81;2105219158769,04;32006,237313472;718176;0;38;52,9118;0,4;0,0962;23807,09;14148;16409;16409;2060,674591843;718176;50;0;39;0;;20,142857143;0;17,857142857;0;17,428571429;0,142857143;18,428571429;0;Verde;0;0;0;0;4;0;49;0;550,0045;4,1579;0;395;1;1;0,099;0;0,346;0;0;0;0,02;0;SP;SP;SP;;;465,854461640
0,030675447;0,074789246;0,140982697;77736,4;1313;190579;10,855491000;5,222555164;1086;Vermelho;Vermelho;Baixar;View;1366,1348;Verdadeiro;Itaberá;2020-05-17;Sorocaba;Sorocaba;Sorocaba;16;Sorocaba;21/05/2020;20/05/2020;16,08;15,808068093;97,549694945;72,9;SP;35189;0,155781434;até 40%;0%;mais de 60%;0%;5;0;0;12;0;0;8;0;8;0;Itaberá;Sorocaba;ITABERÁ;ITABERÁ;ITABERÁ;1,265050167;0,714285714;;0;2688;1;64;525404907,72;2105219158769,04;37419,954465461;2534157;0;774;305,427;0,7127;0,2236;29927,37;17858;17556;17556;2734,898859999;2534157;10;0;12;0;;170,857142857;1;174;0,142857143;143,428571429;0;216,142857143;0,714285714;Vermelho;0;0;0;0;5;0;2;0;1366,1348;3,1878;0;3462;1;1;0,344;0;0,608;0;0;0;0,8;0;SP;SP;SP;;;1110,572139303
0,025371808;0,025527454;0,180893569;41342,6;389,6;68641;4,497510156;4,481706791;730;Amarelo;Amarelo;Baixar;View;1386,954;Verdadeiro;Itajobi;2020-05-17;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;15;São José do Rio Preto;21/05/2020;20/05/2020;28,99;30,396082715;61,056544666;88,7;SP;10556;0,211653028;até 40%;0%;até 40%;0%;0;0;0;46;32;0;0;0;0;0;Itajobi;São José do Rio Preto;ITAJOBI;ITAJOBI;ITAJOBI;1,103448276;0;;0;2012;1;32;1193086246,3;2105219158769,04;32553,544588188;1629470;0;248;152,1967;0,3397;0,1097;78173,65;14556;15262;15262;3230,248510638;1629470;0;0;46;0;;116;0;91,857142857;0;81,571428571;0;128;0;Amarelo;0;0;0;0;0;0;32;0;1386,954;3,0959;0;2260;1;1;0,285;0;0,28;0;0;0;0;0;SP;SP;SP;;;502,104173853
0,031154655;0,090227469;0,167509539;58115,8;9186,6;1771239;17,396470103;6,946053281;2780;Vermelho;Vermelho;Baixar;View;1990,461;Verdadeiro;Itanhaém;2020-05-17;Baixada Santista;Baixada Santista;Baixada Santista;4;Baixada Santista;21/05/2020;20/05/2020;144,69;169,219672628;622,343950749;80,2;SP;7150;0,182681710;40 a 60%;mais de 60%;mais de 60%;até 40%;5;11;10;76;31;1;24;8;14;3;Itanhaém;Baixada Santista;ITANHAÉM;Itanhaém;ITANHAÉM;1,216598554;0,918699187;;0;2459;1;185;1915321865,6;2105219158769,04;37750,378084365;1865397;0;1254;672,243;0,4511;0,3377;18811,6;87057;101816;101816;18599,920963508;1865397;60;20;81;20;;454,428571429;17,571428571;412,857142857;17,714285714;343,142857143;19,142857143;552,857142857;16,142857143;Vermelho;3;7;2;3;15;16;36;12;1990,461;1,3356;0;3713;0,532483952;0,5;0,585;0,667;0,772;0,312;0,123;0,25;0,4;0,4;SP;SP;SP;;;601,679452623
