% beneficiados DRS;% beneficiados município;(%) população +60 anos DRS (2019);Benefiados Bolsa-família DRS;Benefiados Bolsa-família Municípios;Bolsa Família (Fev. 2020);Bolsa Família per capita (Fev. 2020);Bolsa família per capita DRS (2019);Casos Confirmados;Simulador_DRS;Simulador_DRS_criterios_Dr.Paulo;Click_Baixar;Click_view;Seleciona indicador testagem;Is_UF;Cidade;Data1;DRS (Output);DRS (Sheet4);DRS Nome;DRS Numero;DRS;Data da Notificacao;Data;Densidade Demográfica (2010);Densidade Demográfica (2019);Densidade demográfica DRS (2019);Esgotamento Sanitário (2010);Estado;F1;Faixa etária +60 anos (% da pop.);Grupo de Taxa de ocupação - Enfermaria por DRS;Grupo de Taxa de ocupação - Enfermaria;Grupo de Taxa de ocupação - UTI por DRS;Grupo de Taxa de ocupação - UTI;Leitos livres - Enfermaria;Leitos livres - UTI;Leitos livres CNES - Enfermaria;Leitos livres CNES - UTI;Leitos livres não covid - Enfermaria;Leitos livres não covid - UTI;Leitos ocupados declarados - Enfermaria;Leitos ocupados declarados - UTI;Leitos ocupados declarados não covid - Enfermaria;Leitos ocupados declarados não covid - UTI;Municip_compat;Municipio & UF (group);Municipio;Município;Município ajust;Média internações (ult. 7 dias)/(ult. 8-14 dias) por DRS;Média internações (ult. 7 dias)/(ult. 8-14 dias);Média novos casos por 100k hab;Negativo;Negativo Acc;Número de registros;Obitos Confirmados;Pib (2019);Pib Sp (2019);PIB per capita por DRS (2019);Pop Drs;Positivo;Positivo Acc;Positivo Por 1M;Positivo Por Casos;Positivo Por Testes;Ppc (2017);População (2010);População (2019) (Output);População (2019);População +60 anos (2019);População DRS;Enfermaria declaradas;UTIs declaradas;Quantidade de leitos em Enfermaria cadastrados no CNES;Quantidade de leitos em UTI cadastrados no CNES;Queda Sustentada;Semana -1 por DRS;Semana -1;Semana -2 por DRS;Semana -2;Semana -3 por DRS;Semana -3;Semana 0 por DRS;Semana 0;Simulador_DRS (copy);Sum of Pacientes Enfermaria ou Retaguarda PS - Confirmados;Sum of Pacientes Enfermaria ou Retaguarda PS - Suspeitos;Sum of Pacientes UTI - Confirmados;Sum of Pacientes UTI - Suspeitos;Enf. destinadas para COVID-19;UTI destinadas para COVID-19;Sum of Total de Leitos Disponiveis - Enfermaria;Sum of Total de Leitos Disponiveis - UTI;Teste Por 1M;Teste Por Casos;Total;Total Acc;Taxa de Isolamento Semanal;Taxa de Isolamento;Taxa de ocupação - Enfermaria por DRS;Taxa de ocupação - Enfermaria;Taxa de ocupação - UTI por DRS;Taxa de ocupação - UTI;Taxa de ocupação CNES - Enfermaria;Taxa de ocupação CNES - UTI;Taxa de ocupação declarados - Enfermaria;Taxa de ocupação declarados - UTI;Uf (Ibge!Sp);UF (Sheet1);UF;mean_last_3_weeks;mean_last_7_days;Área (Km2 2019)
0,025953421;0,039865772;0,170354262;20535,8;118,8;25041;8,403020134;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Bento De Abreu;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;8,87;9,885041137;45,323838024;97,8;SP;34430;0,157108924;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Bento De Abreu;Araçatuba;BENTO DE ABREU;BENTO DE ABREU;BENTO DE ABREU;0,815249267;0;;2;645;1;17;172963759,4;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;58041,53;2674;2980;2980;468,184594503;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;301,465614431
0,025953421;0,062434049;0,170354262;20535,8;355;79034;13,899753781;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Braúna;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;25,7;29,103804023;45,323838024;89,5;SP;26012;0,201533797;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Braúna;Araçatuba;BRAÚNA;BRAÚNA;BRAÚNA;0,815249267;0;;2;645;1;17;96725057,74;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;17011,09;5021;5686;5686;1145,921169966;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;195,369649805
0,025953421;0,067993019;0,170354262;20535,8;194,8;32781;11,441884817;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Brejo Alegre;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;24,41;27,180198212;45,323838024;82,1;SP;20630;0,162725026;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Brejo Alegre;Araçatuba;BREJO ALEGRE;BREJO ALEGRE;BREJO ALEGRE;0,815249267;0;;2;645;1;17;197070829,95;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;68785,63;2573;2865;2865;466,207200847;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;105,407619828
0,025953421;0,040805546;0,170354262;20535,8;247,2;46737;7,714922417;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Coroados;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;21,26;24,588216877;45,323838024;81,6;SP;19940;0,159018322;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Coroados;Araçatuba;COROADOS;COROADOS;COROADOS;0,815249267;0;;2;645;1;17;166619050,26;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;27503,97;5238;6058;6058;963,332997142;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;246,378174976
0,025953421;0,018443804;0,170354262;20535,8;51,2;9367;3,374279539;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Gabriel Monteiro;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;19,55;20,040915805;45,323838024;83,4;SP;12764;0,215412186;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Gabriel Monteiro;Araçatuba;GABRIEL MONTEIRO;GABRIEL MONTEIRO;GABRIEL MONTEIRO;0,815249267;0;;2;645;1;17;75200396,48;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;27089,48;2708;2776;2776;597,984229391;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;138,516624041
0,025953421;0,045690550;0,170354262;20535,8;220;44443;9,230114226;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Glicério;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;16,69;17,604019715;45,323838024;74,4;SP;23942;0,173524522;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Glicério;Araçatuba;GLICÉRIO;GLICÉRIO;GLICÉRIO;0,815249267;0;;2;645;1;17;97365607,65;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;20221,31;4565;4815;4815;835,520573566;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;273,517076093
0,025953421;0,029238656;0,170354262;20535,8;154;20091;3,814505411;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Guzolândia;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;18,86;20,895166176;45,323838024;85,2;SP;21389;0,160882071;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Guzolândia;Araçatuba;GUZOLÂNDIA;GUZOLÂNDIA;GUZOLÂNDIA;0,815249267;0;;2;645;1;17;62679617,48;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;11900,44;4754;5267;5267;847,365867689;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;252,067868505
0,025953421;0,061027313;0,170354262;20535,8;299,4;57595;11,739706482;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Itapura;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;14,46;16,282019738;45,323838024;35,3;SP;39881;0,159405327;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Itapura;Araçatuba;ITAPURA;ITAPURA;ITAPURA;0,815249267;0;;2;645;1;17;104091190,72;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;21217,12;4357;4906;4906;782,042535618;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;301,313969571
0,025953421;0,012086811;0,170354262;20535,8;144,8;26486;2,210851419;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Lavínia;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;16,33;22,284246497;45,323838024;86;SP;8279;0,122377622;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Lavínia;Araçatuba;LAVÍNIA;LAVÍNIA;LAVÍNIA;0,815249267;0;;2;645;1;17;158430708;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;13224,6;8779;11980;11980;1466,083916084;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;537,599510104
0,025953421;0,046308432;0,170354262;20535,8;106;24201;10,572739187;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Lourdes;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;18,71;20,125559211;45,323838024;81,2;SP;30497;0,206230803;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Lourdes;Araçatuba;LOURDES;LOURDES;LOURDES;0,815249267;0;;2;645;1;17;39179462,49;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;17116,41;2128;2289;2289;472,062308030;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;113,735970069
0,025953421;0,047668394;0,170354262;20535,8;276;47379;8,182901554;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Luiziânia;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;30,2;34,763021869;45,323838024;92,8;SP;14696;0,167076599;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Luiziânia;Araçatuba;LUIZIÂNIA;LUIZIÂNIA;LUIZIÂNIA;0,815249267;0;;2;645;1;17;72604863;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;12539,7;5030;5790;5790;967,373506676;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;166,556291391
0,025953421;0,074944271;0,170354262;20535,8;336,2;77213;17,211992867;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Murutinga Do Sul;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;16,69;17,886129957;45,323838024;73,7;SP;37052;0,234399463;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Murutinga Do Sul;Araçatuba;MURUTINGA DO SUL;MURUTINGA DO SUL;MURUTINGA DO SUL;0,815249267;0;;2;645;1;17;60049775,44;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;13386,04;4186;4486;4486;1051,515991948;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;250,808867585
0,025953421;0,083597884;0,170354262;20535,8;331,8;80447;20,268833459;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Nova Independência;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;11,54;14,929028683;45,323838024;77,7;SP;44573;0,138373005;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Nova Independência;Araçatuba;NOVA INDEPENDÊNCIA;NOVA INDEPENDÊNCIA;NOVA INDEPENDÊNCIA;0,815249267;0;;2;645;1;17;142259239,71;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;35842,59;3068;3969;3969;549,202458802;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;265,857885615
0,025953421;0,038137040;0,170354262;20535,8;156,4;29424;7,174835406;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Nova Luzitânia;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;46,46;55,371246731;45,323838024;89,2;SP;20561;0,158472673;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Nova Luzitânia;Araçatuba;NOVA LUZITÂNIA;NOVA LUZITÂNIA;NOVA LUZITÂNIA;0,815249267;0;;2;645;1;17;48243425,82;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;11763,82;3441;4101;4101;649,896431245;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;74,063710719
0,025953421;0,017324415;0,170354262;20535,8;103,6;14165;2,368729097;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Piacatu;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;22,75;25,731984112;45,323838024;92,1;SP;15869;0,189386233;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Piacatu;Araçatuba;PIACATU;PIACATU;PIACATU;0,815249267;0;;2;645;1;17;98033608,4;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;16393,58;5287;5980;5980;1132,529671075;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;232,395604396
0,025953421;0,044693095;0,170354262;20535,8;139,8;26077;8,336636829;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Rubiácea;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;11,52;13,204309271;45,323838024;77,8;SP;18974;0,155396619;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Rubiácea;Araçatuba;RUBIÁCEA;RUBIÁCEA;RUBIÁCEA;0,815249267;0;;2;645;1;17;63685798,48;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;20359,91;2729;3128;3128;486,080624187;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;236,892361111
0,025953421;0,045843230;0,170354262;20535,8;386;73685;8,751187648;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Santo Antônio Do Aracanguá;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;5,83;6,437004983;45,323838024;88,3;SP;7589;0,145203837;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Santo Antônio Do Aracanguá;Araçatuba;SANTO ANTÔNIO DO ARACANGUÁ;SANTO ANTÔNIO DO ARACANGUÁ;SANTO ANTÔNIO DO ARACANGUÁ;0,815249267;0;;2;645;1;17;218358301,8;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;25933,29;7626;8420;8420;1222,616306954;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;1308,061749571
0,025953421;0,049863931;0,170354262;20535,8;238,2;45509;9,526690391;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Santópolis Do Aguapeí;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;33,44;37,349282207;45,323838024;97,8;SP;30566;0,152445480;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Santópolis Do Aguapeí;Araçatuba;SANTÓPOLIS DO AGUAPEÍ;SANTÓPOLIS DO AGUAPEÍ;SANTÓPOLIS DO AGUAPEÍ;0,815249267;0;;2;645;1;17;61984584,51;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;12975,63;4277;4777;4777;728,232055897;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;127,900717703
0,025953421;0,031491294;0,170354262;20535,8;124,8;22388;5,649255614;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Suzanápolis;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;10,24;11,995601537;45,323838024;69,8;SP;11384;0,179592888;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Suzanápolis;Araçatuba;SUZANÁPOLIS;SUZANÁPOLIS;SUZANÁPOLIS;0,815249267;0;;2;645;1;17;269248320,39;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;67940,53;3383;3963;3963;711,726616851;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;330,37109375
0,025953421;0,024702381;0,170354262;20535,8;49,8;7264;3,603174603;4,549562895;295;Verde;Amarelo;Baixar;View;1004,7317;Verdadeiro;Turiúba;2020-05-17;Araçatuba;Araçatuba;Araçatuba;2;Araçatuba;21/05/2020;20/05/2020;12,6;13,161450777;45,323838024;83;SP;38777;0,246283449;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Turiúba;Araçatuba;TURIÚBA;TURIÚBA;TURIÚBA;0,815249267;0;;2;645;1;17;47043904,32;2105219158769,04;29841,217811907;791256;0;150;189,572;0,5085;0,1887;23335,27;1930;2016;2016;496,507433102;791256;0;0;0;0;;48,714285714;0;47,571428571;0;41;0;39,714285714;0;Verde;0;0;0;0;0;0;0;0;1004,7317;2,6949;2;795;1;1;0,104;0;0,185;0;0;0;0;0;SP;SP;SP;;;153,174603175
0,025756592;0,034013605;0,153539025;26425,8;95;18396;6,586466165;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Cândido Rodrigues;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;37,94;39,717548726;104,691715575;85;SP;15455;0,239899893;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Cândido Rodrigues;Araraquara;CÂNDIDO RODRIGUES;CÂNDIDO RODRIGUES;CÂNDIDO RODRIGUES;1,530744337;0;;0;875;1;11;115370674,44;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;41307,08;2668;2793;2793;670,040400429;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;70,321560358
0,025756592;0,047373726;0,153539025;26425,8;423;76655;8,584947922;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Dobrada;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;53,02;59,631638745;104,691715575;98,5;SP;36914;0,116139276;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Dobrada;Araraquara;DOBRADA;DOBRADA;DOBRADA;1,530744337;0;;0;875;1;11;119517075,83;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;13385,27;7939;8929;8929;1037,007598957;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;149,735948699
0,025756592;0,031238254;0,153539025;26425,8;149,6;21880;4,568803508;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Gavião Peixoto;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;18,13;19,648013125;104,691715575;86,9;SP;25184;0,134788999;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Gavião Peixoto;Araraquara;GAVIÃO PEIXOTO;GAVIÃO PEIXOTO;GAVIÃO PEIXOTO;1,530744337;0;;0;875;1;11;848675738,84;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;177213,56;4419;4789;4789;645,504513962;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;243,739658025
0,025756592;0,032240437;0,153539025;26425,8;153,4;32107;6,748003363;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Motuca;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;18,76;20,806545455;104,691715575;73,2;SP;42020;0,138245912;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Motuca;Araraquara;MOTUCA;MOTUCA;MOTUCA;1,530744337;0;;0;875;1;11;88659858,3;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;18633,85;4290;4758;4758;657,774049692;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;228,678038380
0,025756592;0,043318826;0,153539025;26425,8;467,8;98756;9,144920826;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Rincão;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;32,96;34,178513539;104,691715575;98,7;SP;7865;0,153129038;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Rincão;Araraquara;RINCÃO;RINCÃO;RINCÃO;1,530744337;0;;0;875;1;11;213291696,94;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;19751,06;10414;10799;10799;1653,640483663;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;315,958737864
0,025756592;0,071798535;0,153539025;26425,8;402;83021;14,827826398;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Santa Ernestina;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;41,42;41,650607040;104,691715575;92,7;SP;31532;0,124778761;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Santa Ernestina;Araraquara;SANTA ERNESTINA;SANTA ERNESTINA;SANTA ERNESTINA;1,530744337;0;;0;875;1;11;91043155,39;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;16260,61;5568;5599;5599;698,636283186;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;134,427812651
0,025756592;0,016513553;0,153539025;26425,8;145,6;23050;2,614267892;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Santa Lúcia;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;53,55;57,244222842;104,691715575;95,6;SP;35465;0,123777019;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Santa Lúcia;Araraquara;SANTA LÚCIA;SANTA LÚCIA;SANTA LÚCIA;1,530744337;0;;0;875;1;11;128219370,93;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;14542,29;8248;8817;8817;1091,341979522;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;154,024276377
0,025756592;0,086426914;0,153539025;26425,8;149;33123;19,212877030;4,394994303;279;Amarelo;Amarelo;Baixar;View;957,1318;Verdadeiro;Trabiju;2020-05-17;Araraquara;Araraquara;Araraquara;3;Araraquara;21/05/2020;20/05/2020;24,35;27,188730570;104,691715575;92,5;SP;11246;0,164809384;até 40%;0%;até 40%;0%;0;0;0;0;0;0;0;0;0;0;Trabiju;Araraquara;TRABIJU;TRABIJU;TRABIJU;1,530744337;0;;0;875;1;11;44049406,8;2105219158769,04;35917,098575432;1025982;0;107;104,2903;0,3835;0,109;25550,7;1544;1724;1724;284,131378299;1025982;0;0;0;0;;44,142857143;0;41,142857143;0;44,571428571;0;67,571428571;0;Amarelo;0;0;0;0;0;0;0;0;957,1318;3,5197;0;982;1;1;0,194;0;0,154;0;0;0;0;0;SP;SP;SP;;;63,408624230
