date;n_mean;n_std;n_mean_ICU;n_std_ICU;n_mean_ICU_SUS;n_std_ICU_SUS;n_mean_ICU_PRIVATE;n_std_ICU_PRIVATE
2020-03-20;1.0;0.9612702034497916;0.0;0.9612702034497916;0.0;0.9612702034497916;0.0;1.3730661336913803
2020-03-22;2.0;1.3524388744379208;0.0;1.3524388744379208;0.0;1.3524388744379208;0.0;1.7836843284417876
2020-03-23;5.999999999999999;2.3482209040338207;0.0;2.3482209040338207;0.0;2.3482209040338207;0.0;2.8039904276183316
2020-03-24;7.0;2.6009710696296695;0.0;2.6009710696296695;0.0;2.6009710696296695;0.0;3.0603956565581805
2020-03-25;9.0;2.978169731478539;0.0;2.978169731478539;0.0;2.978169731478539;0.0;3.442043677958415
2020-03-26;11.000000000000002;3.2450117118588353;0.07;3.255334239383263;0.0;3.255334239383263;0.07;3.7218994142083246
2020-03-27;10.999999999999998;3.219573972695233;0.04;3.2255319818064994;0.0;3.2255319818064994;0.04;3.691827264033769
2020-03-30;18.0;4.193236497412508;0.43000000000000005;4.239614643246757;0.0;4.239614643246757;0.43000000000000005;4.7131674027642045
2020-03-31;24.999999999999996;4.879414603073495;0.64;4.94312521272594;0.0;4.94312521272594;0.64;5.420111814475123
2020-04-01;28.0;5.1466179931754;0.79;5.219001510603037;0.0;5.219001510603037;0.79;5.697102621357616
2020-04-02;41.00000000000001;6.286332778176781;1.66;6.401263921912594;0.83;6.412275711319642;0.83;6.883927331785211
2020-04-03;44.0;6.571441119255228;1.53;6.677974122729018;0.85;6.68751361746938;0.68;7.161204647355623
2020-04-04;60.0;7.5355453979419735;2.1799999999999997;7.666827534544158;1.59;7.687791909543627;0.5899999999999996;8.152793162713506
2020-04-05;60.0;7.550035119324301;2.44;7.6900864951592265;1.66;7.708555656089557;0.78;8.175939454222975
2020-04-06;75.99999999999999;8.267705213355729;3.44;8.451695066372752;2.37;8.477278424998763;1.0699999999999998;8.939151409387149
2020-04-07;78.0;8.484876623329965;3.42;8.766859313472654;2.46;8.792395704369898;0.96;9.254740294929519
2020-04-08;90.0;9.151828210579545;4.17;9.646750800663455;3.23;9.674549137303556;0.94;10.135795486660362
2020-04-09;108.0;10.023548032085005;5.27;10.58040007072349;4.15;10.613781873421257;1.1199999999999992;11.070620918900028
2020-04-10;112.00000000000001;10.08419104791798;5.28;10.734402826445637;4.22;10.764711052341537;1.0600000000000005;11.224620933142713
2020-04-11;121.0;10.55652414482163;5.5600000000000005;11.271543950599803;4.21;11.302813943010078;1.3500000000000005;11.76224965613777
2020-04-12;123.0;10.563267783343669;6.24;11.29431196790149;5.03;11.324777385374196;1.21;11.785001494003172
2020-04-13;134.00000000000003;11.085161617261523;6.0;12.095504966889164;5.11;12.125969668609617;0.8899999999999997;12.586787122719208
2020-04-14;138.00000000000003;11.251873020286288;6.12;12.516130925063596;5.01;12.552427388092445;1.1100000000000003;13.007919154170114
2020-04-15;151.00000000000003;11.654591153253508;6.77;13.030282871725069;4.91;13.066375615187699;1.8599999999999994;13.522375802068193
2020-04-16;156.0;11.760024737141576;5.67;13.630468136353999;4.2;13.659782634294064;1.4699999999999998;14.12265712429696
2020-04-17;162.0;11.924162719690493;6.72;13.927652169317518;5.09;13.9513940145598;1.63;14.419808908721876
2020-04-18;171.0;12.569387214558033;6.159999999999999;14.95414121218398;4.99;14.981196193693592;1.169999999999999;15.44692641232012
2020-04-19;174.0;12.89538324715125;6.7;15.292159409120067;4.96;15.323463687885301;1.7400000000000002;15.785233703744291
