date;n_mean_ICU;n_std_ICU;n_mean_ICU_SUS;n_std_ICU_SUS;confirmed;confirmed_per_100k_inhabitants;growth_rate;growth_rate_EWM;growth_accel;growth_accel_EWM;growth_rate_EWM_NORM_(%);growth_accel_EWM_NORM_(%);growth_rate_NORM_(%);growth_accel_NORM_(%)
2020-03-08;0.0;0.9660917830792958;0.0;0.9660917830792958;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-09;0.0;0.961270203449792;0.0;0.961270203449792;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-10;0.0;0.963998407308295;0.0;0.963998407308295;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-12;0.0;0.9636840087325664;0.0;0.9636840087325664;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-13;0.0;0.9611651178847392;0.0;0.9611651178847392;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-16;0.0;0.9599031937722374;0.0;0.9599031937722374;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-17;0.0;0.9631597830457662;0.0;0.9631597830457662;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-18;0.0;0.9642079494056094;0.0;0.9642079494056094;1;0.029960000000000004;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-03-19;0.0;1.8783186119721034;0.0;1.8783186119721034;4;0.11986;3;0.37869116423536964;0.37869116423536964;0.0676870287814049;9.467279105884241;1.6921757195351224;75.0;9.467279105884241
2020-03-20;0.0;2.383359821848989;0.0;2.383359821848989;6;0.17978;2;0.5657694285804545;0.1870782643450849;0.08793863662983441;9.42949047634091;1.4656439438305735;33.333333333333336;3.1179710724180816
2020-03-21;0.0;2.55805323706063;0.0;2.55805323706063;7;0.20975;1;0.6120285889641675;0.046259160383712916;0.08117080798040936;8.743265556630963;1.1595829711487051;14.285714285714286;0.660845148338756
2020-03-22;0.0;2.5144832993333366;0.0;2.5144832993333366;7;0.20975;0;0.5513361918045695;-0.060692397159597955;0.05896534414332433;7.876231311493849;0.8423620591903475;0.0;-0.8670342451371137
2020-03-23;0.0;2.7836826128150625;0.0;2.7836826128150625;8;0.23970999999999998;1;0.5930381736216669;0.04170198181709739;0.05634574558444681;7.412977170270836;0.7043218198055852;12.5;0.5212747727137174
2020-03-24;0.02;3.0980286987343777;0.0;3.0980286987343777;10;0.29964;2;0.7163287570190775;0.12329058339741061;0.06623957909788121;7.163287570190775;0.6623957909788121;20.0;1.2329058339741061
2020-03-25;0.08;3.2807722668095494;0.0;3.2807722668095494;11;0.3296;1;0.7398823842267763;0.023553627207698824;0.0600715608918612;6.7262034929706935;0.54610509901692;9.090909090909092;0.21412388370635294
2020-03-26;0.06;3.349813201485791;0.0;3.349813201485791;11;0.3296;0;0.6814173619718471;-0.05846502225492922;0.04327088061868287;6.194703290653155;0.3933716419880261;0.0;-0.5315002023175384
2020-03-27;0.09;3.4726994419531056;0.0;3.4726994419531056;12;0.35957;1;0.7054669635415141;0.024049601569666956;0.040591407890229705;5.878891362845951;0.3382617324185809;8.333333333333334;0.2004133464138913
2020-03-28;0.14;3.8716365657134837;0.0;3.8716365657134837;14;0.41949;2;0.7991408006157877;0.09367383707427368;0.04788611765541322;5.708148575827055;0.34204369753866587;14.285714285714286;0.669098836244812
2020-03-29;0.22000000000000003;3.932319848885566;0.0;3.932319848885566;17;0.50939;3;0.9522569739605552;0.15311617334476746;0.062169640176098016;5.601511611532678;0.365703765741753;17.647058823529413;0.9006833726162792
2020-03-30;0.4;4.2187742966004445;0.0;4.2187742966004445;17;0.50939;0;0.8883904708188186;-0.06386650314173659;0.04524369887267864;5.225826298934227;0.26613940513340373;0.0;-0.3756853125984505
2020-03-31;0.32;4.356078534877466;0.0;4.356078534877466;18;0.53935;1;0.895624153066697;0.007233682247878348;0.040186174961246365;4.975689739259427;0.2232565275624798;5.555555555555555;0.04018712359932416
2020-04-01;0.39;4.238675584079385;0.0;4.238675584079385;18;0.53935;0;0.8394067174597365;-0.056217435606960464;0.027461467396476293;4.663370652554091;0.15256370775820163;0.0;-0.3123190867053359
2020-04-02;0.5;4.5662043561608385;0.0;4.5662043561608385;18;0.53935;0;0.7882779800534854;-0.051128737406251124;0.017160073202192427;4.379322111408253;0.09533374001218015;0.0;-0.28404854114583955
2020-04-03;0.49;5.384887476197914;0.0;5.384887476197914;23;0.68917;5;1.0376706249432246;0.24939264488973922;0.047416619581417144;4.511611412796628;0.20615921557137887;21.73913043478261;1.0843158473466923
2020-04-04;0.51;5.279252988938126;0.0;5.279252988938126;23;0.68917;0;0.9778388782752472;-0.059831746667977415;0.033517174195801955;4.251473383805423;0.1457268443295737;0.0;-0.26013802899120614
2020-04-05;0.8400000000000001;5.787892971583446;0.0;5.787892971583446;28;0.83899;5;1.2040102484873896;0.2261713702121424;0.05837092013747758;4.300036601740677;0.20846757191956278;17.857142857142858;0.8077548936147944
2020-04-06;1.28;6.03599087628418;0.85;6.046543298330532;31;0.9288799999999999;3;1.3026367009174944;0.09862645243010482;0.06354344040971843;4.202053873927402;0.20497884003134978;9.67741935483871;0.3181498465487252
2020-04-07;1.08;6.360740062399512;0.84;6.371296111578409;34;1.0187700000000002;3;1.3937820419186828;0.09114534100118843;0.0670777259319503;4.099358946819656;0.19728742921161854;8.823529411764707;0.2680745323564365
2020-04-08;1.39;6.73004322558049;0.89;6.73731265551643;37;1.10866;3;1.4782226259429407;0.08444058402425791;0.06929420400898147;3.995196286332272;0.18728163245670668;8.108108108108109;0.22821779466015654
2020-04-09;1.1300000000000001;6.66329149410061;0.91;6.669434274011068;37;1.10866;0;1.4020580238517806;-0.07616460209116016;0.0507746655260189;3.7893460104102177;0.137228825745997;0.0;-0.2058502759220545
2020-04-10;1.33;7.14881448107646;0.86;7.157230503822585;45;1.34837;8;1.7355874251834138;0.3335294013316332;0.08669120255676818;3.8568609448520306;0.19264711679281818;17.77777777777778;0.7411764474036294
2020-04-11;1.71;7.92293620962697;0.91;7.928103063269181;48;1.43826;3;1.7983559485541856;0.06276852337077177;0.08365859358363413;3.74657489282122;0.17428873663257108;6.25;0.13076775702244117
2020-04-12;1.5500000000000003;7.872966596544344;0.87;7.880146130009457;48;1.43826;0;1.7106066409109997;-0.08774930764318589;0.061968038477271996;3.5637638352312493;0.12910008016098332;0.0;-0.18281105758997063
2020-04-13;1.9;8.674997511134043;0.86;8.681934221023667;58;1.7379;10;2.108501179141441;0.3978945382304415;0.10441184039039478;3.6353468605886916;0.18002041446619788;17.24137931034483;0.6860250659145544
2020-04-14;2.65;9.645257745114797;1.79;9.65488979583387;72;2.1574;14;2.6704519283096047;0.5619507491681635;0.1621433354291081;3.7089610115411173;0.22519907698487238;19.444444444444443;0.7804871516224492
2020-04-15;2.95;9.879516049571324;1.77;9.890497326916243;83;2.487;11;3.058260780956388;0.38780885264678355;0.1905839209708752;3.6846515433209497;0.22961918189262073;13.25301204819277;0.46723958150214884
2020-04-16;3.34;10.226526706797792;2.72;10.240285566567394;89;2.6667799999999997;6;3.1932919296660875;0.13503114870969934;0.18358981752899756;3.5879684602989745;0.20628069385280623;6.741573033707865;0.15172039180865096
2020-04-17;4.58;11.570243530433375;3.63;11.587218620252893;110;3.2960199999999995;21;3.999650277538759;0.8063583478726715;0.26192596522803224;3.6360457068534173;0.2381145138436657;19.09090909090909;0.7330530435206104
2020-04-18;5.710000000000001;12.034145569834182;4.3;12.056975557574946;132;3.9552300000000002;22;4.804296248765156;0.8046459712263969;0.33013937415270406;3.6396183702766334;0.25010558647932124;16.666666666666668;0.6095802812321188
2020-04-19;7.2;13.47334915207564;6.17;13.494155674725906;159;4.76425;27;5.784286982912552;0.9799907341473961;0.4117617532917589;3.637916341454435;0.25896965615833895;16.9811320754717;0.6163463736776076
2020-04-20;7.580000000000001;14.246828319724962;6.21;14.270179297111763;171;5.123819999999999;12;6.055498978917932;0.2712119960053796;0.3941190911032961;3.541227473051422;0.2304790006452024;7.017543859649122;0.1586035064358945
2020-04-21;9.81;15.829700284942579;7.86;15.86378930492684;210;6.2924;39;7.476808169319952;1.4213091904020203;0.5229904545308353;3.5603848425333107;0.24904307358611202;18.571428571428573;0.6768139001914383
2020-04-22;10.83;16.405563327140218;9.09;16.42572397432783;243;7.281210000000001;33;8.566087069497028;1.0892789001770762;0.5940043816310405;3.525138711727172;0.24444624758479036;13.580246913580247;0.4482629218835705
2020-04-23;15.309999999999999;18.68374319016293;13.46;18.71445055554556;324;9.70828;81;11.62554260036873;3.059455530871702;0.9030534997497789;3.588130432212571;0.27872021597215396;25.0;0.944276398417192
2020-04-24;20.58;21.411481249388828;18.18;21.449921428595708;413;12.375060000000001;89;14.86138317808407;3.23584057771534;1.195370035494896;3.598397863942874;0.2894358439454954;21.54963680387409;0.7834965079213898
2020-04-25;25.130000000000003;22.965423307153902;22.42;23.009438664964595;501;15.01188;88;17.891107050350804;3.029723872266734;1.4251582323414669;3.571079251567027;0.28446272102624093;17.564870259481037;0.6047353038456554
2020-04-26;28.080000000000002;24.670464531540954;24.94;24.734353037870633;560;16.77975;59;19.578550897424225;1.6874438470734212;1.4580057188392241;3.4961698031114685;0.2603581640784329;10.535714285714286;0.3013292584059681
2020-04-27;33.12;26.461221369461317;29.18;26.51384235382786;643;19.26674;83;22.159199697404397;2.580648799980171;1.5985674455251804;3.4462207927534054;0.24861080023719756;12.908242612752721;0.40134506998136404
2020-04-28;40.03;29.31759934430395;35.36;29.38285267487028;777;23.2819;134;26.672001041789752;4.512801344385355;1.9633720403357855;3.432689966768308;0.2526862342774499;17.245817245817246;0.580798113820509
2020-04-29;49.05;31.1956669323407;43.5;31.266269930286455;957;28.675390000000004;180;32.80915729780879;6.137156256019036;2.485753316364432;3.4283340959047846;0.25974433817810155;18.808777429467085;0.6412911448295754
2020-04-30;54.06;33.323601549082596;48.08;33.40383241788313;1045;31.3122;88;35.00121540506772;2.19205810725893;2.449000892683545;3.3493986033557626;0.23435415240990864;8.421052631578947;0.20976632605348614
2020-05-01;63.37;36.18752250221732;56.24;36.26898378571538;1226;36.735659999999996;181;40.757027205196216;5.755811800128498;2.8627514255896056;3.3243904735070324;0.23350337892248008;14.763458401305057;0.4694789396515904
2020-05-02;69.11;39.232710314046095;60.94;39.30295101625143;1371;41.08041;145;44.83743186721028;4.080404662014061;3.015086676071952;3.270418079300531;0.219918794753607;10.576221735959153;0.2976225136407047
2020-05-03;70.82999999999998;39.86865578548409;62.18;39.93917017342015;1441;43.17788;70;45.81564046740227;0.9782086001919907;2.760288711734248;3.179433759014731;0.1915536926949513;4.857737682165163;0.06788401111672386
2020-05-04;76.1;41.58690078824963;68.12;41.655202762340714;1538;46.08437;97;47.792379406974256;1.9767389395719874;2.662281646970303;3.107436892521083;0.1731002371242069;6.306892067620286;0.12852658904889386
2020-05-05;78.23;41.6723095451678;69.15;41.76061401402383;1605;48.09195;67;48.52948790746002;0.7371085004857676;2.4214988352232347;3.023644106383802;0.1508722015715411;4.174454828660436;0.045925763270141286
2020-05-06;82.27000000000001;44.84660253113784;73.27;44.94301790696591;1703;51.0284;98;50.41641637576757;1.886928468307545;2.354644457578518;2.960447232869499;0.13826450132580848;5.754550792718732;0.11080026237859923
2020-05-07;85.86;45.44610554371969;75.19;45.53902073047805;1867;55.94246999999999;164;54.72343266366866;4.307016287901092;2.598796649199578;2.9310890553652205;0.1391963925655907;8.784145688269952;0.23069182045533435
2020-05-08;89.96000000000001;49.23870683217676;79.02;49.320481044947755;2033;60.91647;166;58.919214836931474;4.195782173262813;2.798495496981168;2.898141408604598;0.13765349222730783;8.165272995573044;0.20638377635331104
2020-05-09;92.14;51.854314062271484;82.15;51.92337996383408;2170;65.02150999999999;137;61.84736837584329;2.9281535389118147;2.8147081267049034;2.85010914174393;0.12971005192188495;6.313364055299539;0.13493795110192694
2020-05-10;96.25000000000001;51.96176427397984;85.54;52.03972853949805;2258;67.65833;88;62.823017784755855;0.9756494089125667;2.5847590874416286;2.7822417088022964;0.11447117304878779;3.8972542072630647;0.04320856549657071
2020-05-11;96.6;54.25523641813645;85.59;54.336107504935235;2343;70.20526;85;63.646196386636035;0.8231786018801799;2.3645056254305827;2.716440306727957;0.100917867069167;3.627827571489543;0.03513352974307212
2020-05-12;101.35;57.64443192818568;90.19;57.72602907114981;2580;77.30668;237;70.04972283954466;6.403526452908622;2.869495376444799;2.7151055364164596;0.11122075102499221;9.186046511627907;0.24819869972514041
2020-05-13;100.99999999999999;60.813382050035955;89.14;60.90852022799138;2761;82.73014;181;74.12902652083675;4.079303681292089;3.020750806363163;2.6848615183207802;0.10940785245791969;6.5555957986236875;0.14774732637783733
2020-05-14;108.02000000000001;61.85082872639149;96.57;61.92794291869717;2972;89.0525;211;79.13876687529303;5.009740354456284;3.2694167803450997;2.66281180603274;0.11000729408967361;7.099596231493943;0.16856461488749272
2020-05-15;108.07;65.38715965290699;96.29;65.45003092034982;3212;96.24382;240;85.00113152036906;5.862364645076028;3.5935834915099947;2.646361504370145;0.11187993435585289;7.4719800747198;0.18251446591145787
2020-05-16;126.64;69.48502271582116;112.43;69.5894638707483;3593;107.66004;381;95.743437499094;10.742305978724943;4.487290143880856;2.6647213331225714;0.12488978969888273;10.603952129139994;0.29897873583982587
2020-05-17;131.46;74.14871672469587;116.19;74.23628554769692;3816;114.34198;223;100.34324214585472;4.599804646760717;4.501356058936665;2.629539888518205;0.11796006443754363;5.843815513626835;0.12053995405557434
2020-05-18;138.79999999999998;73.95232560661135;122.62;74.04648582226076;4031;120.7842;215;104.47156505476975;4.128322908915038;4.454722267288125;2.5917034248268362;0.11051159184540127;5.333664103200198;0.10241436142185656
2020-05-19;150.92;75.49376469001072;132.87;75.57976982679101;4319;129.41378;288;111.05500275241658;6.583437697646829;4.720834903628381;2.571312867617888;0.10930388755796205;6.668210233850428;0.15242967579640726
2020-05-20;153.61;78.0743578425417;135.81;78.15906378997418;4437;132.94952;118;111.30323316332455;0.24823041090796494;4.161716676678292;2.508524524753765;0.0937957330781675;2.659454586432274;0.0055945551252640285
2020-05-21;169.46;79.90318041482479;150.72;80.01824692158682;4916;147.30219;479;124.39994133611924;13.096708172794692;5.278665192077563;2.530511418554094;0.10737724149872992;9.743694060211554;0.2664098489177114
2020-05-22;184.1;83.52305820864831;162.96;83.62391794531786;5302;158.86823;386;133.68646823718296;9.286526901063723;5.7796771765947135;2.5214347083587882;0.10900937715191839;7.280271595624293;0.17515139383371792
2020-05-23;194.93999999999997;85.74575190466855;172.82;85.85127587693133;5630;168.69637;328;140.5621110552669;6.875642818083946;5.916679885441242;2.4966627185660197;0.10509200507000431;5.825932504440497;0.12212509445975038
2020-05-24;218.04999999999998;88.19728895373076;194.38;88.3164615391031;6214;186.19523999999998;584;156.2039382407138;15.641827185446886;7.132377676740036;2.513742166731796;0.1147791708519478;9.398133247505632;0.25171913719740724
2020-05-25;237.98000000000005;93.43755955371233;210.63;93.55303648387657;6682;200.21832;468;167.1691615004936;10.965223259779805;7.611502127171376;2.5017833208694045;0.11391053767092751;7.003891050583658;0.16410091678808447
2020-05-26;246.39;96.84269009714943;219.27;96.95165664006224;7058;211.48472;376;174.49200209579462;7.322840595301017;7.5754181999283;2.472258459844072;0.10733094644273589;5.327288183621422;0.10375234620715523
2020-05-27;267.31999999999994;100.9930204209052;238.13;101.10046129339557;7580;227.12583999999998;522;186.64356208693476;12.151559991140147;8.14745306540132;2.4623161225189283;0.10748618819790659;6.886543535620053;0.16031081782506792
2020-05-28;282.28;102.8155715420342;250.66;102.944578057881;8056;241.38862000000003;476;196.734352511982;10.090790425047231;8.390376604863617;2.4420848127107995;0.10415065298986614;5.908639523336643;0.1252580737965148
2020-05-29;298.99999999999994;105.23972269216239;265.56;105.37203439396642;8619;258.25826;563;209.4738987634075;12.739546251425509;8.934035283673653;2.4303735788769867;0.10365512569525065;6.532080287736396;0.147807706827074
2020-05-30;315.41;113.47083029696589;281.02;113.63286904889286;9223;276.35641;604;223.1618563551101;13.687957591702599;9.528287501701024;2.4196232934523487;0.10331006724168952;6.548845278109075;0.14841111993605766
2020-05-31;362.61;119.97542303456667;322.4;120.12577630268714;10288;308.26788999999997;1065;252.298168931018;29.13631257590791;11.979333689811986;2.4523538970744365;0.11643986868013205;10.351866251944012;0.28320677076115774
2020-06-01;383.96;118.7058714860075;341.3;118.81074835742989;10837;324.71803;549;262.5430242509852;10.244855319967172;11.762520561205543;2.4226540947770157;0.1085403761299764;5.065977669096614;0.09453589849559078
2020-06-02;403.46999999999997;126.85153168132811;358.38;127.00097121636114;11559;346.35192;722;278.37172472008905;15.828700469103865;12.27079988532835;2.4082682301244835;0.10615797115086383;6.246215070507829;0.13693832052170485
2020-06-03;440.55999999999995;127.36478684186116;391.88;127.53522857341311;12407;371.76125;848;297.9529859729505;19.581261252861452;13.184618309635722;2.401490980679862;0.10626757725183945;6.834851293624567;0.1578243028359914
2020-06-04;459.19;129.82665759863158;407.42;130.04816270610027;13096;392.40632999999997;689;311.36702221464975;13.41403624169925;13.213295846423916;2.3775734744551755;0.10089566162510627;5.261148442272449;0.10242849909666502
2020-06-05;482.69;136.38289489225517;429.95;136.54494322087479;13939;417.66584;843;329.5663468404544;18.19932462580465;13.836555059099393;2.3643471327961434;0.09926504813185588;6.047779611162924;0.13056406216948596
2020-06-06;511.95000000000005;138.71023360250177;454.71;138.90102521601708;14818;444.00404000000003;879;348.3379693654823;18.771622525027908;14.453443355462817;2.3507758764035787;0.09753977159848033;5.931974625455527;0.12668121558258813
2020-06-07;565.68;147.5364000968417;503.9;147.70450011267548;16339;489.57903;1521;388.3261698983804;39.98820053289808;17.64531001981041;2.3766825992923706;0.10799504265750907;9.309015239610748;0.24474080747229376
2020-06-08;547.43;149.78391752282639;486.42;149.96714823082038;16339;489.57903;0;375.1084576378343;-13.21771226054608;13.787408949786418;2.2957858965532423;0.08438343197127375;0.0;-0.08089670273912773
2020-06-09;566.11;150.80417730931524;504.09;151.01768702353837;17193;515.16814;854;391.3798464045165;16.271388766682207;14.097908066707122;2.2763906613419214;0.08199795304314036;4.9671377886349095;0.09463961360252549
2020-06-10;587.36;155.37468615894258;521.29;155.5667670133628;18176;544.6225900000001;983;411.44693873321523;20.06709232869872;14.844059547461042;2.2636825414459465;0.0816684614186897;5.408230633802817;0.1104043371957456
