date,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,confirmed,confirmed_per_100k_inhabitants,growth_rate,growth_rate_EWM,growth_accel,growth_accel_EWM,growth_rate_EWM_NORM_(%),growth_accel_EWM_NORM_(%),growth_rate_NORM_(%),growth_accel_NORM_(%)
2020-03-12,0.0,1.3939986812161351,0.0,1.3939986812161351,2,0.02093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,0.0,1.386587993106194,0.0,1.386587993106194,2,0.02093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,0.0,2.576976538660777,0.0,2.576976538660777,7,0.07324,5,1.7216051594410606,1.7216051594410606,0.6519688177764963,24.59435942058658,9.313840253949946,71.42857142857143,24.59435942058658
2020-03-15,0.0,2.6980351998063226,0.0,2.6980351998063226,8,0.08371,1,1.5322363263184786,-0.18936883312258201,0.39783024712143544,19.152954078980983,4.972878089017943,12.5,-2.3671104140322754
2020-03-16,0.0,2.81808732327729,0.0,2.81808732327729,8,0.08371,0,1.2053702908491757,-0.32686603546930293,0.2118546833414928,15.067128635614695,2.64818354176866,0.0,-4.085825443366287
2020-03-17,0.35,4.082339272940692,0.0,4.082339272940692,18,0.18834,10,2.79386830139295,1.5884980105437743,0.5240443684223908,15.521490563294167,2.9113576023466154,55.55555555555556,8.824988947465412
2020-03-18,0.48,4.4157713214835255,0.0,4.4157713214835255,19,0.19881,1,2.511718097711325,-0.282150203681625,0.3581072009639046,13.219568935322764,1.8847747419152872,5.2631578947368425,-1.4850010720085527
2020-03-19,1.1,5.209668750011702,0.88,5.219793912105007,28,0.29298,9,3.4188203648792204,0.9071022671678954,0.4626552134643263,12.210072731711502,1.6523400480868795,32.142857142857146,3.239650954171055
2020-03-20,0.97,5.469775261758149,0.0,5.469775261758149,31,0.32437,3,3.3659525076853556,-0.052867857193864776,0.37051093280339376,10.85791131511405,1.1951965574303023,9.67741935483871,-0.17054147481891863
2020-03-21,0.89,5.727319520411699,0.0,5.727319520411699,33,0.34529,2,3.2083390914881407,-0.15761341619721492,0.28092841729736373,9.722239671176185,0.8512982342344356,6.0606060606060606,-0.4776164127188331
2020-03-22,1.35,5.980774839163208,0.87,5.990222673387668,37,0.38715,4,3.2926757811335663,0.08433668964542562,0.24900625208621707,8.899123732793424,0.6729898705032894,10.81081081081081,0.22793699904169087
2020-03-23,1.62,6.359475551720386,0.83,6.370559574553032,42,0.43946999999999997,5,3.461984211229973,0.1693084300964065,0.23653136754978915,8.242819550547555,0.5631699227375933,11.904761904761905,0.4031153097533488
2020-03-24,1.6099999999999999,6.577424889865196,0.91,6.583647786889741,42,0.43946999999999997,0,3.1402029576707275,-0.32178125355924525,0.1518112006424191,7.476673708739828,0.36145523962480736,0.0,-0.7661458418077267
2020-03-25,1.81,6.703359251339976,0.87,6.7117900185066315,46,0.48131999999999997,4,3.215546067174282,0.07534310950355438,0.14050991756318,6.990317537335396,0.3054563425286521,8.695652173913043,0.1637893684859878
2020-03-26,1.8399999999999999,6.820333532529734,0.89,6.827506828627088,48,0.50225,2,3.114617546471417,-0.10092852070286495,0.10562263926868999,6.488786555148785,0.22004716514310416,4.166666666666667,-0.210267751464302
2020-03-27,2.67,7.540228207033354,1.77,7.551962752433398,57,0.59642,9,3.579676619994182,0.4650590735227649,0.1565670519565084,6.280134421042424,0.2746790385201902,15.789473684210526,0.8158931114434471
2020-03-28,3.15,8.539847123273864,2.52,8.562627452417214,68,0.7115199999999999,11,4.139832132271201,0.5601555122770194,0.21282783825431603,6.08798842981059,0.31298211507987655,16.176470588235293,0.8237581062897344
2020-03-29,3.2199999999999998,8.730218852475648,2.47,8.753617607145129,73,0.76383,5,4.202074827072244,0.06224269480104283,0.1921340807657205,5.756266886400335,0.2631973709119459,6.8493150684931505,0.0852639654808806
2020-03-30,3.45,9.125847684439837,2.51,9.157018945027685,77,0.80569,4,4.188016261099798,-0.014058565972446146,0.1641462849407473,5.438982157272465,0.21317699342954194,5.194805194805195,-0.018257877886293697
2020-03-31,3.43,10.001667386243682,2.59,10.01974303587924,87,0.91032,10,4.577817636012666,0.38980137491286815,0.19445048742696755,5.261859351738697,0.22350630738731903,11.494252873563218,0.4480475573711128
2020-04-01,3.9699999999999998,10.796209538724247,2.57,10.810330263411956,95,0.99403,8,4.799617512752504,0.22179987673983792,0.1980895332021452,5.052228960792109,0.20851529810752126,8.421052631578947,0.2334735544629873
2020-04-02,4.32,11.685529599474815,3.44,11.706323164008502,106,1.10913,11,5.188809342854259,0.38919183010175473,0.2233139083958826,4.895103153636093,0.21067349848668168,10.377358490566039,0.3671621038695799
2020-04-03,6.45,12.926063444127767,5.17,12.958557642022363,136,1.42303,30,6.700072983541625,1.5112636406873659,0.3921349202263098,4.9265242526041355,0.2883345001664043,22.058823529411764,1.1112232652112985
2020-04-04,8.74,14.453995777617827,6.85,14.492256343971906,176,1.8415700000000002,40,8.671892784074258,1.971819800532633,0.5979450204126624,4.927211809133101,0.33974148887083094,22.727272727272727,1.1203521593935415
2020-04-05,10.469999999999999,14.785457330933275,8.61,14.825236877866354,201,2.10315,25,9.613366071481133,0.9414732874068754,0.642466466775749,4.782769189791608,0.31963505809738757,12.437810945273633,0.4683946703516793
2020-04-06,11.129999999999999,16.077803414218707,9.48,16.119099311880387,223,2.33335,22,10.309882666203725,0.696516594722592,0.6494393133364954,4.623265769598083,0.29122839163071546,9.865470852017937,0.31233928014466006
2020-04-07,17.949999999999996,19.81554606001474,14.46,19.872198309612493,352,3.6831400000000003,129,16.827728996499445,6.51784633029572,1.4034836032077145,4.780604828550978,0.3987169327294644,36.64772727272727,1.8516608892885567
2020-04-08,21.98,21.140061112456223,17.77,21.204227970817136,401,4.19585,49,18.555321794683405,1.7275927981839594,1.4449841669689205,4.6272622929385046,0.3603451787952421,12.219451371571072,0.43082114667929167
2020-04-09,30.810000000000002,23.690735626937688,25.74,23.773164588364224,555,5.80722,154,25.675792384052556,7.120470589369152,2.1694957171330844,4.6262688980274875,0.39090012921316836,27.74774774774775,1.2829676737602076
2020-04-10,37.519999999999996,27.051393100668008,31.46,27.15154265758888,684,7.157,129,30.99951495556515,5.323722571512594,2.571085879872763,4.532092829760987,0.37588974851940987,18.859649122807017,0.7783220133790343
2020-04-11,45.23,29.436882400392633,38.56,29.51095466864035,816,8.53818,132,36.10514204850613,5.105627092940981,2.893032541794305,4.424649760846339,0.35453830169047856,16.176470588235293,0.6256895947231594
2020-04-12,54.17999999999999,32.84320313122933,46.31,32.91701523405778,960,10.04492,144,41.46130588917091,5.356163840664777,3.2052765852346594,4.31888603012197,0.33388297762861036,15.0,0.557933733402581
2020-04-13,65.54,34.71039465303869,55.28,34.84096865716705,1154,12.07483,194,48.90430670765858,7.443000818487668,3.741533025859919,4.237808206902823,0.3242229658457469,16.81109185441941,0.6449740743923456
2020-04-14,71.58999999999999,36.55470859139791,61.45,36.645248262251144,1284,13.43508,130,52.796935762311115,3.892629054652538,3.7606237791069703,4.111910884915196,0.29288347189306624,10.12461059190031,0.30316425659287677
2020-04-15,82.75999999999999,38.83115218221035,70.79,38.949766107102356,1484,15.52777,200,59.753239040340304,6.956303278029189,4.163849278835902,4.02649858762401,0.28058283550107155,13.477088948787062,0.468753590163692
2020-04-16,97.75,42.407583381782416,83.75,42.54468977772465,1683,17.61,199,66.23631905113704,6.483080010796741,4.456141521074234,3.9356101634662535,0.2647737089170668,11.82412358882947,0.38520974514537976
2020-04-17,113.20000000000002,46.14854141516798,97.09,46.32159080544919,2006,20.98969,323,78.022236225919,11.785917174781957,5.378961518009218,3.88944348085339,0.2681436449655642,16.10169491525424,0.5875332589622112
2020-04-18,124.5,48.55554981855131,106.58,48.70426078057051,2193,22.946360000000002,187,82.95718148388764,4.934945257968636,5.323110071392097,3.7828172131275712,0.24273187740046046,8.527131782945736,0.22503170350974172
2020-04-19,135.66,50.48778534147511,116.13,50.65046464433341,2459,25.72964,266,91.13950398049609,8.18232249660845,5.682478851256779,3.7063645376370915,0.23108901387786823,10.817405449369662,0.332749999862076
2020-04-20,149.07999999999998,52.72903505066006,127.83,52.89302635862063,2690,28.1467,231,97.31466254760156,6.17515856710547,5.744360218345789,3.617645447866229,0.21354498952958326,8.58736059479554,0.2295597980336606
2020-04-21,154.96,57.95003173232763,131.84,58.07702280401242,2908,30.42773,218,102.58056063026191,5.265898082660357,5.684300734837263,3.527529595263477,0.19547113943731992,7.49656121045392,0.1810831527737399
2020-04-22,176.74,59.3146801118212,152.66,59.49567779904417,3298,34.50848,390,114.98056299833505,12.400002368073132,6.52685327349444,3.486372437790632,0.1979033739689036,11.825348696179503,0.3759855175279907
2020-04-23,185.47000000000003,64.38239094376944,159.15,64.57290270412477,3604,37.7103,306,123.1328914230074,8.152328424672348,6.730691749762863,3.4165619151777853,0.18675615287910274,8.49056603773585,0.22620223153918836
2020-04-24,197.77999999999997,66.44785708441704,169.19,66.66897037686357,3999,41.84336,395,134.6159840152303,11.483092592222917,7.32641447976357,3.3662411606709255,0.183206163534973,9.877469367341835,0.28714910208109323
2020-04-25,223.97,70.44587367746828,191.16,70.61144041996182,4507,47.1588,508,150.23110030294194,15.61511628771163,8.365053891482498,3.3332837875070322,0.18560137323014197,11.271355668959396,0.34646364073023367
2020-04-26,239.04999999999998,77.31390410971929,205.06,77.48339285735278,4898,51.250009999999996,391,160.20480933394168,9.973709030999743,8.566568973495334,3.2708209337268617,0.17489932571448213,7.982850142915476,0.20362819581461297
2020-04-27,253.04999999999998,81.33984604451531,216.44,81.49157597289093,5358,56.0632,460,172.51084614430442,12.306036810362741,9.034883331512376,3.2196873113905267,0.1686241756534598,8.585293019783501,0.22967593897653493
2020-04-28,271.93,84.10873080108686,232.97,84.30662902150517,5724,59.892830000000004,366,180.38401144992972,7.873165305625292,8.889429184612068,3.151362883471868,0.15530099903235617,6.39412997903564,0.13754656369016932
2020-04-29,286.46,84.2151585961443,245.13,84.45901986983829,6194,64.81065,470,192.07008146148272,11.686070011553,9.239513446586379,3.10090541591028,0.1491687673003936,7.587988375847594,0.1886675817170326
2020-04-30,309.62,90.72188728373784,265.45,90.90098092057771,6876,71.94673,682,211.68017541039714,19.610093948914425,10.537471557503498,3.0785365824665085,0.15325002265130158,9.918557300756254,0.2851962470755443
2020-05-01,323.90000000000003,93.85499693945471,277.43,94.05373756797256,7334,76.73899,458,221.46345361442428,9.783278204027141,10.443093328629104,3.0196816691358643,0.14239287331100497,6.244886828470139,0.13339621221744125
2020-05-02,358.01,100.6836762821907,308.22,100.899426508266,8145,85.22485999999999,811,244.705163603364,23.241709988939732,12.044465348946856,3.0043605107840885,0.14787557211721125,9.957028852056476,0.28534941668434294
2020-05-03,374.67999999999995,103.22523917153306,321.22,103.47966757783968,8643,90.43566,498,254.61993678746532,9.914773184101307,11.778028912301977,2.9459671038697826,0.1362724622503989,5.761888233252343,0.11471448784104255
