date;n_mean;n_std;n_mean_ICU;n_std_ICU;n_mean_ICU_SUS;n_std_ICU_SUS;n_mean_ICU_PRIVATE;n_std_ICU_PRIVATE
2020-03-12;2.0;1.3939986812161351;0.0;1.3939986812161351;0.0;1.3939986812161351;0.0;1.8268089676943398
2020-03-13;2.0;1.386587993106194;0.0;1.386587993106194;0.0;1.386587993106194;0.0;1.819124584994787
2020-03-14;6.999999999999999;2.576976538660777;0.0;2.576976538660777;0.0;2.576976538660777;0.0;3.0360804698605826
2020-03-15;7.999999999999999;2.6980351998063226;0.0;2.6980351998063226;0.0;2.6980351998063226;0.0;3.1587068776954066
2020-03-16;7.999999999999999;2.81808732327729;0.0;2.81808732327729;0.0;2.81808732327729;0.0;3.2801986959471603
2020-03-17;18.0;4.042201620329439;0.35;4.082339272940692;0.0;4.082339272940692;0.35;4.5549789475182685
2020-03-18;19.0;4.366192433188941;0.48;4.4157713214835255;0.0;4.4157713214835255;0.48;4.890276851582115
2020-03-19;28.0;5.115158695959344;1.1;5.209668750011702;0.88;5.219793912105007;0.22000000000000008;5.688623945819717
2020-03-20;30.999999999999996;5.390189367187522;0.97;5.469775261758149;0.0;5.469775261758149;0.97;5.948799599574655
2020-03-21;33.0;5.655872071474822;0.89;5.727319520411699;0.0;5.727319520411699;0.89;6.207214222926464
2020-03-22;37.0;5.878500461577568;1.35;5.980774839163208;0.87;5.990222673387668;0.4800000000000001;6.462189284612093
2020-03-23;42.00000000000001;6.244431863102464;1.62;6.359475551720386;0.83;6.370559574553032;0.7900000000000001;6.842038356183217
2020-03-24;41.99999999999999;6.46388568755808;1.6099999999999999;6.577424889865196;0.91;6.583647786889741;0.6999999999999998;7.060181723490404
2020-03-25;45.99999999999999;6.578185559295607;1.81;6.703359251339976;0.87;6.7117900185066315;0.9400000000000001;7.186571871972887
2020-03-26;48.0;6.694396873128266;1.8399999999999999;6.820333532529734;0.89;6.827506828627088;0.9499999999999998;7.303728932783349
2020-03-27;57.0;7.256136379059806;2.67;7.540228207033354;1.77;7.551962752433398;0.8999999999999999;8.025397446019408
2020-03-28;67.99999999999999;7.964174835353679;3.15;8.539847123273864;2.52;8.562627452417214;0.6299999999999999;9.027270702781994
