date;n_mean;n_std;n_mean_ICU;n_std_ICU;n_mean_ICU_SUS;n_std_ICU_SUS;n_mean_ICU_PRIVATE;n_std_ICU_PRIVATE
2020-03-17;3.0;1.6939583671079252;0.0;1.6939583671079252;0.0;1.6939583671079252;0.0;2.1362240792114657
2020-03-18;3.0;1.6364534206569394;0.0;1.6364534206569394;0.0;1.6364534206569394;0.0;2.0771213779258875
2020-03-19;3.9999999999999996;1.9036912575416227;0.0;1.9036912575416227;0.0;1.9036912575416227;0.0;2.3511128559858685
2020-03-20;7.0;2.5729753244448386;0.0;2.5729753244448386;0.0;2.5729753244448386;0.0;3.0320252876001645
2020-03-21;10.999999999999996;3.292691631753297;0.04;3.298517573368101;0.0;3.298517573368101;0.04;3.7654662068841205
2020-03-22;10.999999999999998;3.2330365374559653;0.0;3.2330365374559653;0.0;3.2330365374559653;0.0;3.699400193272042
2020-03-23;17.0;4.04425018958516;0.38;4.087708355051715;0.0;4.087708355051715;0.38;4.560380241932828
2020-03-24;21.0;4.39926531974776;0.24000000000000002;4.42501246930846;0.0;4.42501246930846;0.24000000000000002;4.89956608515936
2020-03-25;23.000000000000004;4.721004002103662;0.48;4.766537400239171;0.0;4.766537400239171;0.48;5.24274891522739
2020-03-26;23.000000000000004;4.621097862472235;0.42;4.662246824712893;0.0;4.662246824712893;0.42;5.137975503956627
2020-03-27;24.999999999999996;4.767567196138611;0.53;4.820622052152292;0.0;4.820622052152292;0.53;5.29707645988325
2020-03-28;25.000000000000004;4.8859311530478235;0.49;4.931817437043187;0.0;4.931817437043187;0.49;5.40875592621505
2020-03-29;34.0;5.5221134879443925;0.8600000000000001;5.591863497416347;0.0;5.591863497416347;0.8600000000000001;6.071309650409352
2020-03-30;41.0;6.08176609118427;1.1400000000000001;6.163982380562;0.91;6.170622236685599;0.2300000000000001;6.645697933593159
2020-03-31;42.00000000000001;6.16511856079726;1.08;6.248014634160749;0.94;6.252526438863484;0.14000000000000012;6.729800391360086
2020-04-01;43.0;6.355082273823897;1.54;6.667387082287221;0.97;6.669568989451305;0.5700000000000001;7.150078285900219
2020-04-02;45.0;6.371147082866252;1.31;6.738030539820636;0.97;6.740189578606493;0.3400000000000001;7.220889497434653
2020-04-03;46.00000000000001;6.434973884087556;1.3599999999999999;7.017299402839451;0.97;7.019372543831174;0.3899999999999999;7.50079085516468
2020-04-04;46.0;6.236986451805071;1.21;7.136449970525835;0.95;7.139777180123914;0.26;7.620281842684173
2020-04-05;48.00000000000001;6.681423062597829;1.1;7.491764771663577;0.97;7.493706652514455;0.13000000000000012;7.976230064789623
2020-04-06;50.0;6.816646291738092;1.1;8.031838286633157;0.98;8.033058338056946;0.1200000000000001;8.517246303863896
2020-04-07;50.0;6.6799262077821;1.26;8.098799262541919;0.96;8.101169637462823;0.30000000000000004;8.584388104717327
2020-04-08;57.99999999999999;7.227514766292055;1.5799999999999998;8.766735337903643;0.99;8.76729995408213;0.5899999999999999;9.253266906283999
2020-04-09;62.00000000000001;7.528209574257308;1.8499999999999999;8.976178744236595;0.95;8.978824246441448;0.8999999999999999;9.463118359976605
2020-04-10;69.99999999999999;8.18807953458236;1.6099999999999999;9.600283508019096;0.98;9.601304256940484;0.6299999999999999;10.087950618995116
2020-04-11;72.00000000000001;7.981974642400162;1.75;9.488727123499887;0.98;9.489759871790351;0.77;9.976256928128544
2020-04-12;77.0;8.522199175557844;1.72;10.298330746369345;0.91;10.302306351570808;0.8099999999999999;10.786932952103994
2020-04-13;89.99999999999999;9.263973883880077;2.0;11.246416803101818;1.85;11.252972536582986;0.1499999999999999;11.73604973769598
2020-04-14;99.00000000000001;9.400333112515888;2.56;11.422248005316183;1.89;11.426532697846252;0.6700000000000002;11.911938641245419
2020-04-15;101.00000000000001;9.406370074571697;2.67;11.567236864820773;1.9;11.571126508982118;0.77;12.057035091424874
2020-04-16;115.0;10.14889156509222;3.18;12.18471645757566;2.86;12.191296696886479;0.3200000000000003;12.675117823846909
2020-04-17;134.99999999999997;11.00627002203652;3.5900000000000003;12.96656348794347;2.9;12.970033488270905;0.6900000000000004;13.457406963272666
2020-04-18;142.0;11.618019789894655;4.01;13.408112612831973;3.8;13.414823287631627;0.20999999999999996;13.899363551113247
2020-04-19;163.00000000000003;12.149880491576697;5.29;14.100365601678918;4.83;14.106785959282506;0.45999999999999996;14.592021657751628
2020-04-20;176.00000000000003;12.571653218509676;5.76;14.568415538868027;4.75;14.576221434690522;1.0099999999999998;15.060376912541795
2020-04-21;195.0;13.952951246415523;6.99;15.745506108927163;5.74;15.75224944654771;1.25;16.2380174920712
2020-04-22;214.00000000000003;14.170206331410544;7.030000000000001;16.216325637200224;6.6;16.22680551346189;0.4300000000000015;16.70915984378566
2020-04-23;227.0;14.155814024882876;7.34;16.362231207907133;6.66;16.37153047521856;0.6799999999999997;16.855092422654604
2020-04-24;234.00000000000003;15.026394286472232;7.569999999999999;17.41936484827078;6.7;17.427113120570823;0.8699999999999992;17.9126040775132
2020-04-25;258.0;15.381498790771497;8.819999999999999;17.686249581028317;7.54;17.70005153219686;1.2799999999999985;18.17975455760119
2020-04-26;279.0;15.440501640461392;9.479999999999999;17.993414620270652;8.67;18.003446050602914;0.8099999999999987;18.486925535295818
2020-04-27;301.0;16.747850759142356;10.23;19.502682307101175;9.48;19.51676759024704;0.75;19.996784360540676
2020-04-28;317.0;16.076471294812468;9.41;19.034581474757776;8.59;19.041984978441505;0.8200000000000003;19.528371076401466
2020-04-29;354.0;17.686415491254664;10.51;20.438052522417365;9.53;20.44805836526028;0.9800000000000004;20.93232068535047
2020-04-30;404.00000000000006;19.25663469555311;13.41;22.20272685500544;12.39;22.214836929358267;1.0199999999999996;22.697487013485393
2020-05-01;487.0;20.71143733215144;16.240000000000002;23.90888153305412;15.23;23.92178329810753;1.0100000000000016;24.404024247236848
2020-05-02;553.0000000000001;22.342594190279584;18.52;25.689213670135935;17.39;25.70084821537801;1.129999999999999;26.1846624420724
2020-05-03;658.0000000000001;24.55946812835072;22.089999999999996;27.974999029616974;20.97;27.990170966020745;1.1199999999999974;28.470875323268363
2020-05-04;733.0;25.632361962916722;26.12;29.172175860645783;24.9;29.189139152164877;1.2200000000000024;29.668248745023853
2020-05-05;817.0;27.568628782173644;27.62;31.512974175950795;25.64;31.534710105122922;1.9800000000000004;32.009408796778246
2020-05-06;943.0;28.92055645831501;34.06;32.922526229518496;32.15;32.94875162025617;1.9100000000000037;33.41917840033758
2020-05-07;1013.9999999999999;30.76189759157168;34.510000000000005;34.574266646472985;32.41;34.595112575932085;2.1000000000000085;35.070999796375155
2020-05-08;1177.0;33.04044353653427;42.910000000000004;37.03548209951417;40.16;37.058620243385135;2.750000000000007;37.532460012458806
2020-05-09;1335.0;35.18166418675352;49.349999999999994;39.20836517887478;46.67;39.234385429110525;2.6799999999999926;39.70554476932801
2020-05-10;1446.9999999999998;36.24956147418486;53.62;40.271404221603675;50.39;40.301661231018734;3.229999999999997;40.76870931499815
2020-05-11;1459.9999999999998;36.974640504054136;50.66;41.38583508224216;47.62;41.41186962037027;3.039999999999999;41.883161474211995
2020-05-12;1589.9999999999998;39.15944872240191;59.74999999999999;43.17405301260647;56.13;43.201295739078866;3.6199999999999903;43.67150271371977
2020-05-13;1694.0;39.51111338355427;60.73;44.20273830587166;57.19;44.23546059144602;3.539999999999999;44.700307989194215
2020-05-14;1739.9999999999998;40.098585581745475;60.279999999999994;45.46471319006143;56.94;45.495895918802894;3.3399999999999963;45.96233285390711
2020-05-15;1785.0;41.57343265873415;59.410000000000004;47.370225241114696;56.59;47.38987380647832;2.8200000000000003;47.86781918157979
2020-05-16;1867.0;40.96806097683926;61.29;47.688158229832446;58.19;47.71387990253503;3.1000000000000014;48.18583106325003
2020-05-17;1996.0;43.26432033606231;60.61;50.789410204184186;57.12;50.811905975754236;3.490000000000002;51.28719230826194
2020-05-18;2234.000000000001;46.19875375467231;67.96;53.97326216084061;63.99;53.999286368273694;3.9699999999999918;54.47120628966374
2020-05-19;2482.0;49.58010964819737;76.94;57.85562691438549;72.31;57.88443198008051;4.6299999999999955;58.353731651340404
2020-05-20;2817.0;49.77886046802347;85.25000000000001;58.854072376969256;80.87;58.88051405476634;4.38000000000001;59.35218908690987
2020-05-21;3102.9999999999995;54.20904542657624;95.36999999999999;63.61995794949058;90.45;63.66055725089869;4.9199999999999875;64.11832504632235
2020-05-22;3343.0;56.63243886071949;98.28;66.90195991452;93.17;66.93066069003085;5.109999999999999;67.40031825662304
2020-05-23;3867.0000000000005;61.426263589655676;117.52000000000001;72.25102458467529;111.21;72.29008544423885;6.3100000000000165;72.74957483710536
2020-05-24;4160.000000000001;61.874671308177064;124.34999999999998;73.27951389416866;117.99;73.31832688056689;6.359999999999985;73.77808267667454
2020-05-25;4501.0;66.1887246646079;139.97000000000003;77.30997744878286;132.46;77.35050751696019;7.510000000000019;77.80863140197413
2020-05-26;4781.0;66.52025285884022;143.45999999999998;78.76812086527433;136.39;78.80758062931804;7.069999999999993;79.26679282824418
2020-05-27;5251.0;69.08089095364575;165.99;81.29599913745803;156.68;81.3445577513184;9.310000000000002;81.79476776364668
2020-05-28;5599.999999999999;73.87245492035306;175.61000000000004;85.73651066853702;166.58;85.7977439191507;9.03000000000003;86.2354161904221
2020-05-29;5840.999999999998;73.70929796206585;187.46999999999997;86.35872514743899;177.59;86.40295891397997;9.879999999999967;86.85754065137287
2020-05-30;6071.999999999999;72.30717024394518;190.06;85.09306369433932;180.67;85.15357061737862;9.390000000000015;85.59195674539909
2020-05-31;6219.0;75.77344088421974;191.76000000000002;89.06677920288664;181.27;89.12310731553158;10.490000000000009;89.56569803720222
2020-06-01;6325.999999999999;73.16090196107191;190.34;88.65640204882232;181.44;88.7006427498833;8.900000000000006;89.15524811805702
2020-06-02;6465.0;77.32586954577427;180.5;93.68436568466146;171.43;93.73860183370229;9.069999999999993;94.18332642018477
2020-06-03;6679.0;79.33794358898706;175.5;95.57872274949192;166.54;95.6292875766846;8.960000000000008;96.07768487011398
2020-06-04;7021.0;81.36833821976742;179.27;99.7366230163578;170.29;99.7758481332385;8.980000000000018;100.23557162425078
2020-06-05;7284.0;81.88614539762393;177.64;101.67138505692711;168.08;101.7182586333149;9.559999999999974;102.17039100457262
2020-06-06;7525.0;82.00240326608812;165.81;104.6137414491997;157.27;104.66151155033069;8.539999999999992;105.11277948732177
2020-06-07;7983.0;86.14268407823164;171.70000000000002;108.31265655359473;162.9;108.35654834709791;8.800000000000011;108.81170947119647
2020-06-08;8127.000000000001;82.20353773507328;166.54999999999995;107.72053838005495;158.0;107.7536745957598;8.549999999999955;108.21953642242538
2020-06-09;8457.0;89.6667838232872;166.57;113.86546650155246;157.86;113.89997744344011;8.70999999999998;114.36452439047524
2020-06-10;8746.0;89.2104548386861;157.93;115.32591316557935;149.39;115.34827327478617;8.54000000000002;115.82493048022751
